consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_vivienda,horas_alto_consumo,categoria
515.18,False,17,Casa,15,1
452.81,True,12,Departamento,22,2
190.91,True,12,Departamento,19,0
501.15,True,14,Departamento,18,1
610.24,True,14,Departamento,16,2
219.31,True,15,Casa,18,0
197.76,False,9,Departamento,11,0
189.41,True,12,Casa,18,0
554.03,True,16,Casa,17,1
612.91,False,19,Casa,17,1
273.63,True,12,Casa,17,0
329.2,False,14,Departamento,17,0
473.99,False,12,Casa,16,2
1397.81,False,12,Departamento,21,2
357.53,True,13,Casa,20,1
594.6,True,14,Casa,18,2
75.17,False,5,Pequeño Comercio,11,0
155.67,False,4,Departamento,13,1
123.36,False,10,Casa,12,0
637.51,True,19,Casa,17,1
371.89,True,6,Casa,19,2
299.4,False,14,Departamento,19,0
196.28,True,10,Departamento,21,0
190.46,False,10,Departamento,22,0
150.35,True,12,Casa,21,0
495.73,False,16,Pequeño Comercio,14,1
348.98,False,14,Departamento,9,0
1095.24,True,25,Pequeño Comercio,19,2
420.65,False,15,Casa,14,1
453.15,False,22,Casa,17,0
927.09,True,15,Departamento,20,2
314.1,False,13,Pequeño Comercio,15,0
650.67,True,12,Casa,17,2
804.13,True,9,Casa,19,2
995.22,True,18,Casa,18,2
975.62,True,13,Casa,16,2
521.06,False,17,Casa,14,1
412.23,True,11,Departamento,18,2
745.12,True,18,Casa,18,2
1114.8,True,22,Casa,21,2
656.33,True,19,Departamento,20,2
432.41,False,22,Casa,21,0
310.79,False,15,Casa,19,0
530.88,False,13,Casa,13,1
354.39,False,19,Departamento,10,0
242.18,True,8,Departamento,19,1
1553.48,True,19,Departamento,17,2
1002.74,True,15,Casa,20,2
169.06,False,9,Departamento,14,0
423.2,False,17,Casa,15,0
505.99,False,14,Departamento,13,1
610.32,True,19,Casa,17,1
114.53,True,10,Departamento,18,0
1014.69,True,15,Casa,15,2
969.91,True,17,Casa,18,2
315.5,False,11,Casa,15,1
854.4,False,18,Casa,14,2
348.56,True,21,Casa,20,0
479.54,True,8,Casa,19,2
270.73,True,7,Casa,19,2
834.32,True,14,Casa,16,2
431.17,False,17,Pequeño Comercio,8,0
143.8,False,10,Casa,12,0
363.21,True,11,Casa,19,1
989.54,False,24,Casa,12,2
173.1,True,9,Departamento,20,0
179.57,True,9,Departamento,16,0
501.17,False,12,Pequeño Comercio,6,1
363.76,True,16,Casa,19,0
820.84,True,18,Departamento,19,2
564.03,False,18,Departamento,13,1
701.75,True,28,Casa,16,0
253.66,True,8,Departamento,17,1
575.1,False,16,Casa,6,1
1378.82,True,18,Casa,17,2
390.94,False,19,Departamento,9,0
557.75,True,10,Departamento,20,2
331.12,True,15,Casa,18,0
194.7,False,10,Casa,11,0
355.16,False,13,Casa,13,0
296.77,False,12,Casa,15,0
811.41,False,16,Casa,12,2
244.66,True,9,Casa,20,1
318.77,True,14,Casa,19,0
660.33,True,13,Casa,22,2
170.6,True,7,Casa,19,0
766.21,True,18,Casa,19,2
285.77,False,14,Casa,9,0
656.55,True,15,Casa,22,2
401.9,False,16,Casa,14,0
362.09,True,7,Casa,20,2
248.57,True,12,Casa,15,0
189.64,False,7,Casa,16,1
742.21,False,20,Pequeño Comercio,10,1
500.0,True,13,Casa,21,2
259.58,True,8,Departamento,20,1
376.01,True,12,Casa,19,1
509.03,True,14,Departamento,21,2
459.74,True,14,Casa,19,1
254.75,True,5,Casa,20,2
151.21,False,6,Departamento,16,0
395.32,True,14,Departamento,15,0
327.19,False,11,Casa,6,0
354.81,True,15,Casa,22,1
660.88,True,18,Departamento,21,2
483.98,False,16,Casa,19,1
411.6,True,12,Casa,18,1
518.25,True,8,Departamento,20,2
397.24,False,8,Casa,9,2
676.84,False,14,Departamento,13,2
278.88,True,11,Casa,23,1
340.34,True,6,Departamento,18,2
1039.88,True,23,Casa,18,2
413.57,True,7,Casa,14,2
281.9,False,11,Departamento,6,0
529.1,False,19,Casa,14,1
232.76,False,14,Departamento,12,0
277.37,True,8,Departamento,14,1
686.74,False,25,Casa,11,1
549.32,False,17,Departamento,6,0
503.05,False,8,Departamento,8,2
233.69,True,18,Casa,20,0
220.58,False,8,Casa,9,0
701.39,True,9,Casa,21,2
836.76,True,16,Casa,18,2
475.9,True,9,Departamento,18,2
506.2,True,12,Departamento,20,2
801.56,True,21,Casa,20,2
512.52,False,18,Departamento,20,1
340.91,True,9,Pequeño Comercio,20,2
331.14,True,12,Departamento,15,1
334.9,False,10,Casa,10,1
543.22,True,14,Casa,22,2
841.52,False,15,Casa,7,2
564.61,False,14,Departamento,13,1
401.6,False,17,Casa,5,0
320.8,False,14,Casa,16,0
627.88,False,9,Casa,17,2
706.45,True,14,Departamento,21,2
184.8,True,6,Departamento,19,1
537.8,True,15,Casa,17,1
213.43,True,10,Departamento,20,0
193.26,False,17,Casa,11,0
386.63,True,11,Casa,20,1
489.91,True,13,Departamento,20,1
176.58,False,7,Departamento,14,0
367.59,False,13,Casa,11,0
135.47,False,8,Departamento,14,0
434.24,True,12,Casa,21,2
348.56,False,14,Casa,10,0
1087.45,False,27,Casa,19,1
210.85,False,6,Departamento,11,1
207.32,False,10,Departamento,9,0
689.25,True,7,Departamento,16,2
428.92,True,18,Pequeño Comercio,16,0
674.82,True,13,Casa,16,2
220.31,False,11,Departamento,16,0
242.33,False,13,Casa,10,0
773.05,False,20,Departamento,18,1
149.62,True,3,Casa,22,2
1255.06,True,16,Casa,19,2
369.98,False,15,Casa,18,0
678.81,False,16,Casa,15,1
142.06,True,5,Casa,20,1
439.34,True,15,Casa,21,1
333.13,False,12,Casa,11,1
362.16,False,15,Casa,15,0
369.26,False,11,Casa,11,1
318.46,True,12,Departamento,17,0
404.46,True,19,Departamento,15,0
882.79,False,17,Casa,18,2
615.32,True,17,Casa,23,2
461.78,False,15,Casa,6,0
421.07,False,13,Casa,15,1
781.98,True,16,Departamento,18,2
419.45,False,22,Casa,6,0
681.63,False,11,Casa,8,2
178.42,True,17,Pequeño Comercio,19,0
335.11,True,11,Departamento,18,1
523.81,True,12,Casa,19,2
1019.3,True,15,Departamento,19,2
240.42,False,9,Departamento,14,1
463.74,False,9,Casa,8,2
329.7,True,11,Departamento,20,1
233.13,False,9,Casa,10,0
219.12,True,7,Casa,19,1
357.81,False,17,Casa,19,0
233.53,True,6,Departamento,15,1
194.63,True,7,Departamento,21,1
463.63,True,19,Casa,19,1
458.71,True,15,Departamento,17,1
828.34,False,10,Departamento,10,2
349.65,True,14,Casa,16,1
171.25,False,6,Departamento,14,1
999.41,False,28,Casa,13,1
223.12,True,9,Casa,17,1
805.47,False,21,Casa,14,1
1243.47,True,19,Casa,18,2
441.24,False,15,Departamento,13,1
421.97,True,11,Departamento,18,2
261.61,False,13,Casa,22,0
209.68,True,12,Pequeño Comercio,19,0
621.36,False,22,Casa,12,1
334.05,False,6,Departamento,5,1
708.69,False,14,Pequeño Comercio,11,2
498.8,True,13,Departamento,18,2
195.82,False,5,Departamento,14,1
604.64,True,7,Casa,19,2
304.86,True,13,Casa,16,1
606.0,False,14,Casa,13,2
287.76,False,13,Pequeño Comercio,14,0
250.92,True,7,Casa,20,1
149.8,False,22,Casa,10,0
259.11,False,10,Casa,7,0
523.33,False,9,Departamento,8,2
257.02,False,17,Departamento,9,0
1411.58,True,24,Casa,14,2
471.7,False,13,Departamento,12,1
628.91,True,16,Departamento,17,1
255.96,False,11,Departamento,7,0
388.05,False,8,Departamento,11,2
180.57,False,7,Casa,18,0
712.39,True,10,Departamento,21,2
207.5,True,11,Departamento,18,0
144.75,False,17,Casa,17,0
587.68,True,15,Departamento,18,2
309.8,True,13,Casa,17,1
395.08,True,21,Casa,18,0
253.54,True,8,Casa,13,1
567.12,True,17,Pequeño Comercio,18,1
1315.23,True,15,Casa,19,2
361.76,False,10,Departamento,10,1
280.11,False,8,Departamento,14,1
661.75,True,16,Casa,20,2
144.88,True,9,Departamento,17,0
683.62,True,13,Departamento,22,2
856.9,False,16,Departamento,11,2
499.96,True,11,Casa,13,2
272.72,True,19,Casa,19,0
400.59,True,8,Casa,18,2
666.82,True,16,Casa,18,2
495.99,False,11,Departamento,9,1
347.56,True,12,Casa,20,1
338.53,True,11,Departamento,18,1
520.16,True,19,Casa,19,1
232.22,False,9,Casa,11,0
600.3,True,12,Casa,16,2
906.26,True,19,Casa,16,2
627.73,True,9,Departamento,20,2
419.24,False,19,Casa,13,0
243.59,True,11,Casa,20,1
840.74,True,17,Casa,20,2
240.62,True,10,Departamento,16,0
396.08,False,10,Casa,11,1
285.77,False,8,Departamento,9,0
316.21,True,8,Casa,22,2
1074.82,False,18,Pequeño Comercio,19,2
195.11,False,10,Casa,15,0
1195.42,False,13,Casa,11,2
392.98,False,17,Departamento,16,0
268.55,False,8,Departamento,21,1
318.46,False,8,Departamento,16,1
196.88,False,8,Departamento,11,0
392.26,False,24,Departamento,13,0
434.93,False,14,Casa,10,0
909.8,False,18,Departamento,18,2
334.82,True,16,Casa,20,0
1410.52,True,20,Casa,18,2
1187.35,True,15,Departamento,18,2
1255.67,True,31,Casa,19,2
855.09,False,24,Casa,13,1
638.46,False,14,Casa,9,1
241.07,True,13,Casa,20,0
303.51,False,16,Casa,15,0
280.52,False,17,Departamento,17,0
411.41,True,13,Departamento,17,1
249.05,False,7,Departamento,9,1
563.33,True,10,Pequeño Comercio,17,2
209.73,True,12,Casa,23,0
753.03,True,12,Departamento,17,2
148.7,False,7,Departamento,8,0
177.01,False,13,Departamento,14,0
298.48,True,9,Casa,18,1
311.89,False,9,Casa,13,1
723.06,True,13,Departamento,20,2
319.65,False,7,Casa,6,1
344.55,False,13,Departamento,18,1
446.71,False,15,Casa,16,1
233.03,True,10,Pequeño Comercio,18,0
480.77,True,13,Casa,17,1
332.02,True,11,Departamento,19,1
247.65,False,7,Casa,19,1
1026.66,True,17,Departamento,16,2
165.12,True,5,Departamento,17,1
568.33,True,21,Casa,18,1
322.63,True,8,Casa,18,2
468.21,False,19,Casa,14,0
282.23,False,9,Casa,10,1
993.73,True,11,Casa,16,2
449.14,False,10,Departamento,12,2
117.9,True,6,Departamento,18,0
381.19,True,11,Casa,19,1
1306.0,False,20,Departamento,16,2
269.65,True,11,Pequeño Comercio,18,1
214.86,True,7,Casa,15,1
588.32,True,10,Departamento,18,2
245.98,True,9,Casa,18,1
1106.87,False,19,Casa,2,1
222.62,False,7,Casa,13,1
275.17,True,18,Casa,18,0
672.81,False,9,Departamento,16,2
536.77,False,19,Departamento,16,1
1508.25,True,14,Departamento,22,2
773.58,False,16,Departamento,18,2
504.49,False,13,Departamento,17,1
380.84,False,12,Departamento,11,0
452.27,False,14,Casa,13,1
326.35,True,7,Casa,18,2
1043.27,True,13,Departamento,17,2
586.94,False,11,Casa,11,2
366.22,True,19,Casa,17,0
768.17,True,14,Departamento,19,2
265.0,False,9,Departamento,16,1
246.88,False,13,Departamento,16,0
306.4,False,7,Departamento,16,2
565.98,False,9,Departamento,16,2
298.23,False,8,Departamento,12,1
338.46,False,13,Casa,16,1
197.88,False,16,Casa,11,0
489.9,False,22,Departamento,11,0
283.34,True,10,Casa,19,1
81.75,True,8,Departamento,23,0
241.96,True,11,Departamento,21,1
558.34,False,17,Casa,7,0
299.14,False,10,Departamento,18,1
685.46,False,16,Casa,15,2
301.2,True,9,Departamento,20,1
309.97,False,7,Pequeño Comercio,17,2
320.62,False,14,Casa,13,0
597.94,False,19,Pequeño Comercio,20,1
906.47,False,13,Casa,13,2
598.43,True,11,Departamento,15,2
579.58,True,14,Departamento,19,2
400.76,False,13,Casa,7,0
480.92,False,15,Pequeño Comercio,15,1
989.89,False,17,Casa,18,2
410.12,False,9,Departamento,8,2
227.55,True,9,Casa,18,0
382.83,True,15,Departamento,16,1
450.93,True,21,Departamento,17,0
391.35,True,9,Departamento,21,2
650.19,True,14,Departamento,18,2
325.82,False,14,Departamento,8,0
178.72,False,7,Pequeño Comercio,18,1
1086.91,True,15,Departamento,15,2
350.71,False,10,Casa,14,1
536.66,True,15,Casa,18,1
700.96,False,23,Casa,11,1
371.19,False,9,Departamento,19,2
660.55,False,13,Casa,19,2
302.14,False,12,Departamento,19,0
202.2,False,10,Casa,11,0
194.55,False,15,Departamento,19,0
551.2,True,19,Departamento,21,1
404.13,False,13,Casa,8,1
575.79,False,21,Casa,15,1
330.6,False,20,Casa,12,0
656.97,True,19,Departamento,19,1
326.13,False,13,Departamento,15,1
523.62,True,10,Departamento,19,2
292.78,False,11,Casa,10,0
301.49,False,9,Casa,5,0
552.58,True,22,Casa,19,1
396.64,False,16,Departamento,20,1
476.03,True,7,Departamento,17,2
466.89,True,9,Casa,20,2
591.31,True,19,Casa,23,1
628.96,True,16,Departamento,18,2
467.75,False,18,Casa,14,0
480.95,True,22,Casa,18,0
354.19,False,10,Casa,17,1
81.13,False,5,Departamento,12,0
1206.64,True,14,Departamento,23,2
281.66,True,16,Casa,19,0
513.71,True,13,Departamento,23,2
355.59,False,8,Departamento,16,2
358.3,True,9,Casa,23,2
270.5,True,10,Casa,19,1
509.1,False,10,Departamento,9,1
142.8,True,7,Departamento,21,0
240.5,True,9,Departamento,18,1
184.79,False,6,Departamento,15,1
979.51,True,18,Casa,19,2
138.35,True,7,Departamento,17,0
613.95,False,9,Casa,18,2
662.48,True,13,Departamento,17,2
195.77,False,12,Departamento,20,0
316.06,False,9,Casa,10,1
458.49,True,20,Casa,15,0
726.47,False,10,Casa,12,2
311.15,True,12,Casa,18,1
357.8,False,11,Departamento,6,0
518.86,False,10,Casa,13,2
748.45,True,15,Departamento,20,2
719.78,True,11,Casa,20,2
301.35,True,17,Casa,20,0
559.35,True,14,Departamento,16,1
798.43,True,20,Casa,15,1
413.12,False,20,Casa,8,0
139.61,True,4,Departamento,19,1
153.05,True,11,Departamento,19,0
921.09,True,24,Casa,20,2
424.09,True,11,Departamento,19,2
785.87,True,21,Departamento,18,1
412.66,True,11,Departamento,17,1
364.14,True,14,Casa,20,1
253.71,True,18,Casa,15,0
603.61,False,22,Casa,11,0
721.85,True,15,Departamento,20,2
273.06,True,11,Departamento,16,0
248.42,False,7,Pequeño Comercio,14,1
562.31,True,13,Casa,20,2
1013.0,False,17,Casa,13,2
865.91,False,20,Casa,13,2
603.92,False,35,Departamento,23,0
142.07,False,8,Departamento,16,0
447.08,True,12,Departamento,21,2
411.77,True,21,Casa,17,0
442.07,True,13,Departamento,18,1
363.15,True,14,Casa,18,1
610.63,True,15,Casa,21,2
160.69,False,10,Casa,17,0
542.59,True,12,Casa,18,2
588.47,True,17,Casa,17,1
222.08,False,12,Casa,4,0
788.94,True,15,Departamento,17,2
1344.38,False,15,Departamento,19,2
1227.16,False,17,Departamento,11,2
944.62,True,12,Casa,18,2
135.54,False,9,Departamento,12,0
302.77,False,10,Departamento,9,0
470.42,True,9,Departamento,19,2
308.21,True,10,Casa,17,1
1691.81,True,22,Casa,19,2
186.43,False,9,Casa,16,0
631.3,False,14,Casa,7,1
302.0,False,9,Departamento,11,1
292.86,False,9,Casa,13,1
415.74,True,26,Casa,19,0
808.94,False,21,Casa,18,2
818.52,False,17,Casa,17,2
309.71,True,11,Departamento,19,1
307.09,True,8,Casa,16,1
265.41,True,15,Casa,18,0
384.14,True,12,Departamento,22,1
234.23,True,7,Casa,17,1
199.6,True,13,Departamento,22,0
705.99,False,15,Casa,8,1
1394.31,True,11,Casa,15,2
448.14,True,13,Casa,19,1
207.3,True,8,Casa,21,1
222.84,False,6,Departamento,14,1
641.44,False,26,Pequeño Comercio,16,0
176.13,False,11,Departamento,15,0
174.51,False,8,Departamento,14,0
215.55,True,8,Departamento,23,1
340.39,True,14,Casa,19,1
184.99,False,11,Departamento,9,0
359.6,True,11,Departamento,18,1
894.69,True,14,Departamento,17,2
170.86,True,6,Casa,18,1
267.54,True,12,Departamento,19,0
394.48,True,11,Casa,21,2
556.78,True,14,Casa,20,2
217.41,False,12,Departamento,15,0
641.89,False,17,Casa,8,1
383.06,True,14,Casa,14,0
186.28,True,4,Departamento,22,2
148.62,False,13,Departamento,10,0
201.94,False,13,Casa,18,0
92.34,False,7,Casa,23,0
364.52,False,9,Casa,18,2
318.44,True,12,Departamento,17,1
487.43,False,20,Casa,14,0
417.36,False,9,Casa,12,2
232.18,False,12,Casa,11,0
744.98,True,15,Departamento,17,2
239.06,False,12,Casa,15,0
220.06,False,8,Departamento,11,1
384.03,True,15,Departamento,16,0
643.48,True,21,Casa,17,1
232.06,True,6,Casa,17,2
139.94,True,10,Casa,17,0
1140.48,False,18,Departamento,12,2
809.97,False,20,Casa,18,2
345.98,False,16,Departamento,17,0
329.65,False,8,Departamento,17,2
253.74,False,9,Casa,18,1
552.07,False,11,Casa,12,2
450.46,False,14,Casa,13,1
871.88,True,14,Casa,19,2
297.53,True,13,Departamento,18,0
1489.49,False,19,Casa,17,2
1330.99,False,22,Casa,11,2
321.85,False,7,Casa,15,2
131.04,False,9,Casa,8,0
966.88,True,17,Casa,17,2
454.98,False,16,Casa,11,0
186.86,False,11,Departamento,15,0
397.91,False,12,Casa,17,1
764.01,False,15,Casa,12,2
701.4,True,21,Casa,13,1
346.53,False,10,Departamento,10,1
271.49,False,13,Casa,15,0
963.35,True,14,Casa,17,2
249.13,False,18,Casa,16,0
516.88,False,6,Departamento,11,2
326.74,False,9,Departamento,12,1
630.37,False,10,Casa,16,2
1608.3,True,31,Departamento,21,2
280.93,False,13,Casa,15,0
220.19,True,23,Casa,22,0
586.41,True,14,Casa,21,2
1103.82,False,20,Casa,8,2
233.49,False,15,Departamento,14,0
1012.97,True,16,Casa,21,2
428.71,False,11,Casa,13,1
504.39,False,13,Departamento,15,1
246.06,False,9,Departamento,10,1
312.23,False,14,Departamento,3,0
478.1,False,23,Departamento,10,0
408.08,True,11,Casa,18,1
172.77,False,17,Casa,15,0
203.35,False,13,Departamento,19,0
190.3,False,6,Departamento,12,1
400.68,True,14,Departamento,23,1
267.21,True,10,Pequeño Comercio,16,1
844.62,False,23,Casa,18,1
363.72,False,12,Casa,12,0
143.07,True,15,Departamento,21,0
625.49,True,14,Casa,17,2
535.72,True,17,Casa,17,1
238.37,False,11,Departamento,13,0
170.24,False,10,Departamento,10,0
420.85,True,15,Departamento,15,1
91.04,True,7,Casa,17,0
228.63,False,11,Casa,11,0
448.22,False,9,Casa,10,2
541.57,False,13,Casa,11,1
831.88,False,26,Casa,20,1
444.93,True,10,Departamento,18,2
332.79,True,14,Departamento,16,0
457.21,False,9,Departamento,16,2
247.79,True,6,Casa,16,2
411.34,False,15,Casa,14,0
843.01,False,20,Casa,15,2
530.39,True,15,Casa,23,1
463.4,False,15,Casa,9,1
459.43,True,14,Casa,17,1
398.94,True,8,Departamento,21,2
584.7,False,17,Casa,20,1
437.04,True,10,Departamento,17,2
368.54,False,23,Casa,14,0
288.64,True,7,Casa,18,2
247.87,False,12,Casa,12,0
164.71,False,6,Departamento,12,0
193.78,False,9,Casa,16,0
388.1,False,7,Departamento,18,2
130.35,False,5,Departamento,10,0
854.85,True,15,Casa,19,2
360.39,False,17,Casa,11,0
197.42,False,6,Casa,16,1
1024.29,False,14,Casa,12,2
153.87,True,8,Casa,19,0
286.77,True,16,Departamento,15,0
541.08,False,22,Casa,19,1
179.19,False,9,Casa,13,0
363.7,True,21,Pequeño Comercio,19,0
529.34,True,14,Departamento,19,2
143.93,False,11,Casa,17,0
103.38,True,10,Departamento,16,0
743.41,False,16,Casa,13,2
203.47,False,15,Casa,9,0
319.37,False,9,Departamento,11,1
401.4,False,18,Casa,21,0
605.95,True,16,Casa,16,1
268.74,True,11,Departamento,18,1
760.72,True,11,Departamento,20,2
395.35,True,9,Casa,18,2
350.89,False,12,Departamento,15,1
205.93,True,14,Pequeño Comercio,20,0
237.05,True,9,Casa,19,1
346.16,True,14,Casa,18,1
765.26,False,14,Departamento,13,2
432.16,False,23,Casa,15,0
982.5,False,18,Departamento,12,2
286.12,False,13,Departamento,19,0
432.52,True,10,Casa,19,2
648.81,True,15,Casa,22,2
654.74,False,15,Casa,10,1
634.93,False,19,Casa,20,1
1378.32,True,16,Casa,19,2
636.66,False,10,Departamento,19,2
208.74,False,15,Casa,12,0
513.43,False,13,Departamento,10,1
435.64,False,5,Casa,19,2
237.37,False,10,Casa,15,0
200.63,True,4,Casa,19,2
742.23,False,21,Casa,23,2
864.61,True,11,Casa,23,2
910.73,True,33,Casa,18,1
401.28,False,13,Casa,9,0
470.68,True,9,Departamento,16,2
682.43,True,19,Departamento,19,1
871.92,True,13,Departamento,18,2
675.66,True,18,Departamento,18,1
246.27,False,9,Departamento,14,1
352.62,True,17,Departamento,17,0
290.9,True,8,Departamento,20,1
516.67,True,14,Departamento,15,1
245.07,False,7,Departamento,19,1
476.99,True,13,Departamento,21,2
683.86,True,13,Casa,18,2
257.46,False,9,Casa,10,0
121.14,False,9,Departamento,16,0
472.02,True,21,Casa,18,0
573.82,False,13,Casa,17,2
591.0,False,20,Casa,11,1
349.18,True,11,Departamento,20,1
313.85,True,12,Casa,20,1
608.9,True,9,Departamento,19,2
310.18,False,7,Departamento,8,1
395.36,True,15,Casa,20,1
139.91,True,9,Casa,20,0
392.65,True,16,Departamento,19,1
737.0,False,11,Departamento,11,2
292.2,True,11,Departamento,18,1
196.24,False,14,Departamento,6,0
375.49,True,11,Departamento,18,1
169.8,True,16,Casa,18,0
943.48,True,24,Casa,20,2
750.6,True,16,Casa,22,2
386.14,True,14,Casa,22,1
288.35,True,8,Casa,23,2
505.87,False,10,Casa,18,2
1670.27,True,19,Casa,16,2
1211.36,True,11,Casa,19,2
1174.5,False,17,Casa,10,2
525.59,True,23,Casa,20,0
239.24,True,5,Departamento,17,2
398.75,False,13,Casa,17,1
770.37,False,19,Casa,19,2
468.79,True,15,Pequeño Comercio,18,1
261.05,False,12,Casa,10,0
916.96,False,19,Casa,14,2
215.77,True,13,Departamento,18,0
80.97,True,12,Departamento,18,0
323.32,False,12,Casa,23,1
395.57,True,10,Casa,17,1
311.3,False,16,Pequeño Comercio,12,0
154.29,False,6,Casa,16,1
219.21,False,11,Departamento,22,0
378.52,False,9,Departamento,16,2
566.75,True,22,Casa,20,1
790.08,True,14,Casa,20,2
392.95,False,9,Departamento,15,2
313.78,False,13,Departamento,17,0
365.32,False,14,Departamento,18,0
690.6,False,23,Casa,10,1
598.37,True,15,Casa,18,2
658.23,True,23,Casa,16,1
455.84,True,15,Pequeño Comercio,18,1
180.28,True,4,Departamento,19,2
259.51,True,9,Departamento,18,1
399.68,False,15,Pequeño Comercio,13,0
302.98,False,8,Departamento,14,1
175.58,False,9,Departamento,17,0
451.09,False,11,Departamento,15,2
682.12,False,16,Casa,11,1
481.42,False,18,Casa,16,0
176.74,False,6,Casa,10,0
588.5,True,22,Casa,18,1
520.27,False,11,Casa,14,2
1233.39,True,15,Departamento,21,2
659.36,False,20,Departamento,22,1
614.2,True,9,Casa,19,2
455.46,False,14,Casa,9,1
380.41,False,13,Departamento,10,1
1123.19,False,26,Casa,17,2
240.64,False,13,Departamento,8,0
1006.21,False,19,Casa,14,2
494.94,True,16,Departamento,16,1
437.7,False,12,Departamento,8,1
889.48,False,25,Casa,9,1
558.76,False,16,Pequeño Comercio,15,1
775.09,True,15,Casa,19,2
952.23,True,23,Casa,17,2
286.75,False,13,Casa,9,0
286.41,True,10,Casa,17,1
812.66,False,18,Casa,11,1
244.91,True,16,Departamento,15,0
388.46,True,12,Departamento,15,1
455.26,False,12,Casa,20,2
958.29,True,11,Casa,17,2
135.17,True,10,Departamento,17,0
165.16,False,5,Departamento,18,1
357.78,True,8,Casa,23,2
283.61,True,15,Casa,17,0
933.47,True,17,Casa,21,2
599.93,False,13,Casa,16,2
708.22,False,14,Departamento,14,2
491.86,True,19,Casa,16,0
258.29,True,7,Departamento,17,1
563.13,True,20,Departamento,17,1
179.66,False,11,Casa,15,0
671.06,True,16,Departamento,17,2
515.39,True,14,Departamento,21,2
296.02,False,9,Casa,12,1
779.93,True,15,Casa,21,2
138.93,True,6,Departamento,17,0
