id,tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,energy_efficiency_score,categoria,aislamiento_enc,eficiencia_construccion_enc,tipo_calefaccion_Gas,tipo_calefaccion_Losa Radiante,tipo_calefaccion_Ninguna,tipo_iluminacion_LED,tipo_iluminacion_Mixta
123,Departamento,834.6187563369568,1,1,29.0,Good,C,0,1,0,12.6,1488.34,1,1,0,1,1,0,4,1,50.3,Verano,26.6,289.7,1,18,0.75,217.275,36.1,Moderate,2,2,False,False,False,True,False
124,Departamento,73.2,2,2,41.0,Poor,A,0,1,0,13.9,1557.35,0,1,1,0,1,0,3,0,56.1,Primavera,21.1,106.07,1,20,0.75,79.5525,38.8,Moderate,0,4,False,False,True,False,True
125,Casa,142.7,2,1,26.0,Poor,A,0,1,1,17.8,1214.69,0,2,3,1,1,0,7,0,51.6,Primavera,23.9,483.6,1,20,0.75,362.7000000000001,7.1,Inefficient,0,4,False,False,True,False,True
126,Casa,130.0,2,1,37.0,Average,B,0,1,1,20.6,5337.8,3,1,0,2,1,1,8,1,64.7,Verano,27.4,769.81,1,18,0.75,577.3575,20.0,Inefficient,1,3,True,False,False,True,False
127,Casa,169.5,7,2,57.0,Average,E,0,7,1,18.7,2729.52,0,2,3,5,1,0,11,0,45.1,Invierno,8.7,1160.02,1,18,0.75,870.015,29.4,Moderate,1,0,False,False,True,False,False
128,Departamento,67.1,4,2,20.0,Excellent,E,0,4,0,13.1,979.36,2,1,2,3,1,0,9,0,62.6,Verano,27.4,662.77,1,16,0.75,497.0775,45.2,Moderate,3,0,False,False,True,False,False
129,Casa,82.1,2,2,47.0,Poor,C,0,3,0,15.4,1657.07,0,2,2,5,1,0,10,1,67.3,Primavera,22.7,657.49,1,18,0.75,493.1175,14.8,Inefficient,0,2,True,False,False,False,False
130,Departamento,49.2,1,1,21.0,Good,E,0,1,1,19.6,1292.92,0,1,1,3,1,0,6,1,78.7,Primavera,22.3,528.56,1,21,0.75,396.42,21.9,Inefficient,2,0,False,False,False,False,True
131,Casa,186.7,8,3,33.0,Average,E,0,5,0,12.5,1751.85,2,1,8,4,1,0,16,1,73.4,Invierno,6.6,665.21,1,20,0.75,498.9075,28.5,Moderate,1,0,True,False,False,False,True
132,Casa,86.8,2,1,20.0,Poor,C,0,2,1,14.9,238.56,0,1,2,6,1,0,10,1,61.6,Primavera,21.4,2013.9549570887584,1,21,0.75,1510.4662178165688,23.1,Inefficient,0,2,False,False,False,False,True
133,Departamento,135.0,1,3,47.0,Excellent,D,0,1,0,9.0,2681.36,0,1,3,0,1,0,5,1,74.6,Otoño,16.5,159.65,1,17,0.75,119.7375,57.7,Efficient,3,1,True,False,False,True,False
134,Casa,127.1,7,4,38.0,Poor,E,0,4,1,23.0,1746.98,1,2,5,5,1,0,14,0,65.1,Otoño,18.0,1027.09,1,16,0.75,770.3174999999999,12.3,Inefficient,0,0,False,False,True,False,True
135,Departamento,54.5,1,1,52.0,Poor,B,0,1,1,24.0,508.46,0,1,2,2,1,0,6,1,54.9,Invierno,6.5,560.28,1,19,0.75,420.21,7.7,Inefficient,0,3,True,False,False,False,True
136,Casa,106.5,4,1,8.0,Excellent,A,0,6,0,10.6,921.01,1,2,5,5,1,0,14,1,82.5,Otoño,13.6,545.83,1,17,0.75,409.37250000000006,69.9,Efficient,3,4,False,False,False,False,True
137,Departamento,41.4,1,1,28.0,Poor,C,0,1,1,24.0,989.96,2,1,0,3,1,0,7,0,72.3,Invierno,7.1,299.0,1,16,0.75,224.25,17.0,Inefficient,0,2,False,False,True,True,False
138,Casa,112.3,3,1,39.0,Poor,E,0,3,0,8.1,2108.08,1,1,1,2,1,0,6,1,43.2,Invierno,9.6,248.27,1,18,0.75,186.2025,28.6,Moderate,0,0,True,False,False,True,False
139,Departamento,56.7,1,1,28.0,Good,A,0,1,0,16.0,692.56,1,1,1,2,1,0,6,1,80.7,Invierno,6.4,452.27,1,19,0.75,339.2025,44.7,Moderate,2,4,False,False,False,True,False
140,Casa,105.3,1,2,13.0,Average,C,0,3,0,10.2,1550.26,0,1,2,0,1,1,5,1,66.7,Primavera,22.2,238.83,1,17,0.75,179.1225,33.5,Moderate,1,2,False,False,False,False,True
141,Departamento,65.0,1,2,18.0,Poor,E,0,1,0,14.1,719.34,0,1,0,0,1,0,2,1,61.8,Verano,33.8,232.14,1,16,0.75,174.105,12.1,Inefficient,0,0,False,False,False,False,True
142,Casa,91.9,6,5,22.0,Good,B,0,5,1,14.9,1343.43,1,2,2,8,1,1,15,0,69.9,Invierno,12.5,554.25,1,18,0.75,415.6875,58.3,Efficient,2,3,False,False,True,True,False
143,Casa,205.5,8,4,31.0,Good,C,0,8,0,9.1,1771.59,3,1,8,6,1,0,19,1,72.0,Verano,28.7,734.11,1,16,0.75,550.5825,46.7,Moderate,2,2,True,False,False,False,False
144,Departamento,33.0,1,3,30.0,Excellent,C,0,1,0,8.0,345.92,0,2,0,0,1,0,3,0,59.2,Primavera,26.3,69.39,1,13,0.75,52.0425,63.3,Efficient,3,2,False,False,True,True,False
145,Casa,99.7,3,2,20.0,Poor,B,0,1,0,19.0,3364.36,3,2,0,0,1,0,6,1,87.1,Otoño,15.5,288.03,1,15,0.75,216.0225,30.6,Moderate,0,3,False,False,False,False,True
146,Departamento,93.1,4,2,34.0,Excellent,E,0,1,0,12.5,578.24,0,1,0,1,1,0,3,1,82.3,Otoño,14.9,239.64,1,18,0.75,179.73,34.9,Moderate,3,0,True,False,False,False,False
147,Casa,128.4,2,1,27.0,Good,B,0,5,1,17.2,535.57,1,1,5,11,1,0,19,0,57.2,Primavera,23.6,990.42,1,18,0.75,742.8149999999999,35.8,Moderate,2,3,False,False,True,False,False
148,Departamento,92.7,1,1,17.0,Good,B,0,2,0,9.9,3098.27,1,1,1,2,1,0,6,1,71.0,Otoño,17.0,168.73,1,20,0.75,126.5475,61.9,Efficient,2,3,False,False,False,False,True
149,Casa,110.0,2,3,20.0,Excellent,E,0,2,0,10.0,1074.7,2,1,2,4,1,0,10,0,76.8,Primavera,20.7,298.47,1,19,0.75,223.8525,47.8,Moderate,3,0,False,False,True,False,True
150,Departamento,93.5,3,3,59.0,Poor,E,0,4,0,9.7,1655.76,0,1,4,1,1,0,7,0,57.4,Invierno,8.2,402.06,1,20,0.75,301.545,13.5,Inefficient,0,0,False,False,True,False,False
151,Casa,133.6,3,2,15.0,Excellent,A,0,3,0,10.5,2423.57,2,1,2,0,1,0,6,0,79.3,Otoño,18.2,293.56,1,19,0.75,220.17,83.4,Efficient,3,4,False,False,True,True,False
152,Casa,103.3,2,1,16.0,Poor,B,0,2,0,12.9,1786.54,0,1,1,0,1,1,4,1,66.7,Verano,24.5,232.47,1,20,0.75,174.3525,34.2,Moderate,0,3,False,False,False,False,True
153,Casa,125.9,4,3,12.0,Good,C,0,5,0,15.8,3063.4,0,1,4,8,1,1,15,1,64.7,Verano,29.7,773.24,1,19,0.75,579.9300000000001,50.6,Moderate,2,2,False,False,False,False,True
154,Departamento,56.2,1,1,37.0,Good,E,0,2,0,11.8,728.48,0,1,2,1,1,0,5,1,52.7,Invierno,9.5,203.56,1,13,0.75,152.67000000000002,37.5,Moderate,2,0,True,False,False,True,False
155,Casa,102.3,2,3,9.0,Average,A,0,3,1,21.6,940.22,0,1,1,2,1,0,5,1,84.8,Primavera,18.4,812.12,1,18,0.75,609.09,47.9,Moderate,1,4,False,False,False,True,False
156,Casa,103.5,2,1,35.0,Poor,D,0,1,0,15.4,3069.51,1,1,1,0,1,1,5,1,82.1,Invierno,9.9,323.37,1,19,0.75,242.5275,10.1,Inefficient,0,1,True,False,False,False,True
157,Casa,105.3,4,2,32.0,Excellent,A,0,3,1,22.1,1569.59,0,2,2,2,1,0,7,0,61.8,Verano,28.5,361.41,1,19,0.75,271.0575,74.2,Efficient,3,4,False,False,True,True,False
158,Departamento,62.3,4,1,28.0,Good,C,0,4,0,10.3,1295.02,2,1,3,4,1,0,11,0,64.6,Otoño,21.2,265.19,1,19,0.75,198.8925,58.8,Efficient,2,2,False,False,True,True,False
159,Casa,51.8,3,1,38.0,Average,A,0,1,0,11.5,1169.24,0,1,1,1,1,1,5,1,72.7,Otoño,12.5,310.8,1,13,0.75,233.1,30.7,Moderate,1,4,True,False,False,False,True
160,Casa,127.2,1,1,49.0,Good,B,0,3,1,14.7,1223.13,1,1,1,2,1,0,6,0,66.7,Primavera,23.2,404.96,1,17,0.75,303.72,56.2,Efficient,2,3,False,False,True,False,True
161,Pequeño Comercio,85.3,4,1,11.0,Excellent,A,0,6,0,11.7,773.82,0,2,2,7,0,0,11,1,72.1,Invierno,5.8,352.64,1,19,0.75,264.48,77.1,Efficient,3,4,False,False,False,True,False
162,Casa,175.6,4,2,45.0,Poor,B,0,3,1,17.8,2169.41,0,1,1,4,1,0,7,0,71.7,Invierno,9.2,696.69,1,17,0.75,522.5175,19.5,Inefficient,0,3,False,False,True,False,False
163,Pequeño Comercio,68.4,2,1,40.0,Good,B,0,5,0,18.4,586.06,0,2,6,8,0,0,16,1,81.5,Primavera,23.2,713.53,1,18,0.75,535.1475,66.5,Efficient,2,3,True,False,False,True,False
164,Casa,99.2,2,4,38.0,Poor,E,0,4,0,11.5,1212.91,1,1,1,5,1,0,9,0,57.2,Verano,26.4,795.02,1,16,0.75,596.265,11.5,Inefficient,0,0,False,False,True,False,False
165,Casa,221.5,5,4,22.0,Excellent,B,0,6,1,22.1,3954.98,4,1,4,6,1,0,16,1,56.6,Invierno,5.0,811.55,1,21,0.75,608.6624999999999,71.0,Efficient,3,3,False,False,False,True,False
166,Casa,98.9,4,5,46.0,Average,E,0,2,0,13.8,2271.18,5,1,2,1,1,0,10,1,57.7,Invierno,13.1,370.5,1,15,0.75,277.875,20.4,Inefficient,1,0,True,False,False,False,True
167,Departamento,65.4,3,1,28.0,Poor,D,0,1,0,14.3,2113.63,0,1,0,0,1,0,2,1,71.4,Otoño,17.2,288.48,1,19,0.75,216.36,15.0,Inefficient,0,1,True,False,False,False,True
168,Casa,175.2,5,2,12.0,Good,C,0,5,0,15.0,1148.04,1,2,4,2,1,0,10,1,78.7,Primavera,19.4,558.85,1,22,0.75,419.1375000000001,50.4,Moderate,2,2,False,False,False,False,True
169,Departamento,76.6,3,1,70.0,Excellent,C,0,3,0,12.2,1475.89,1,1,0,3,1,0,6,1,56.6,Otoño,12.5,339.57,1,16,0.75,254.6775,62.2,Efficient,3,2,True,False,False,False,True
170,Casa,71.4,1,1,23.0,Excellent,B,0,2,1,24.0,782.1,0,1,0,3,1,0,5,1,83.4,Otoño,21.4,476.97,1,17,0.75,357.7275,66.6,Efficient,3,3,False,False,False,True,False
171,Departamento,30.0,2,1,42.0,Poor,B,0,2,1,20.7,489.43,1,1,1,3,1,0,7,1,64.1,Primavera,22.8,2316.9712170045755,1,19,0.75,1737.7284127534317,26.0,Moderate,0,3,True,False,False,False,True
172,Casa,115.6,3,3,73.0,Average,E,0,3,0,10.8,1289.18,1,1,3,1,1,1,8,1,66.7,Otoño,11.0,306.75,1,19,0.75,230.0625,33.1,Moderate,1,0,True,False,False,False,True
173,Departamento,70.5,3,1,21.0,Excellent,C,0,6,0,15.4,1167.03,0,1,3,7,1,0,12,1,67.4,Otoño,20.2,591.34,1,16,0.75,443.505,56.9,Efficient,3,2,False,False,False,False,True
174,Casa,198.0,6,5,18.0,Poor,B,0,2,0,13.7,3868.99,4,1,2,1,1,0,9,1,75.0,Verano,33.0,944.19,1,21,0.75,708.1425,11.1,Inefficient,0,3,False,False,False,True,False
175,Departamento,50.4,1,2,30.0,Poor,C,0,5,0,13.2,673.84,1,2,5,5,1,0,14,1,69.2,Primavera,20.8,469.63,1,14,0.75,352.2225,41.6,Moderate,0,2,False,False,False,True,False
176,Departamento,68.6,1,1,14.0,Good,A,0,2,0,11.6,1750.85,1,1,2,1,1,0,6,1,73.0,Otoño,12.5,151.03,1,17,0.75,113.2725,66.2,Efficient,2,4,False,False,False,True,False
177,Departamento,79.4,1,1,12.0,Good,A,0,3,0,10.0,2096.65,0,1,2,3,1,0,7,1,80.0,Primavera,18.8,272.91,1,20,0.75,204.6825,55.9,Efficient,2,4,False,False,False,False,True
178,Departamento,71.6,1,2,32.0,Poor,E,0,1,0,15.9,1527.36,0,1,1,0,1,0,3,1,60.7,Invierno,6.0,237.18,1,18,0.75,177.885,5.4,Inefficient,0,0,True,False,False,False,False
179,Casa,137.9,7,5,31.0,Excellent,B,0,8,1,20.0,1656.62,1,2,7,4,1,0,15,1,56.2,Primavera,23.5,1173.04,1,19,0.75,879.78,61.4,Efficient,3,3,True,False,False,False,True
180,Casa,111.6,1,1,70.0,Poor,E,0,1,0,10.7,1330.21,2,1,0,0,1,0,4,1,32.7,Verano,29.6,709.49,1,22,0.75,532.1175000000001,0.0,Inefficient,0,0,True,False,False,False,False
181,Departamento,69.4,1,2,12.0,Excellent,E,0,2,0,12.6,1107.4,0,1,3,3,1,0,8,1,74.9,Verano,28.3,378.84,1,18,0.75,284.13,44.0,Moderate,3,0,False,False,False,False,True
182,Departamento,60.9,3,1,13.0,Average,A,0,3,0,13.8,744.56,2,1,2,1,1,0,7,1,74.9,Primavera,18.2,452.0,1,17,0.75,339.0,38.2,Moderate,1,4,False,False,False,False,False
183,Casa,79.5,1,1,51.0,Poor,E,0,1,1,18.0,1179.22,0,1,0,2,1,0,4,0,66.7,Primavera,22.0,403.06,1,20,0.75,302.295,6.3,Inefficient,0,0,False,False,True,False,True
184,Casa,107.1,1,1,23.0,Average,E,0,1,1,19.0,3809.53,1,1,2,2,1,0,7,1,79.0,Primavera,23.9,544.62,1,19,0.75,408.465,3.8,Inefficient,1,0,False,False,False,False,True
185,Casa,118.4,2,1,42.0,Excellent,A,0,2,0,11.1,1285.06,1,1,1,1,1,0,5,1,70.6,Primavera,23.5,226.5,1,18,0.75,169.875,83.4,Efficient,3,4,True,False,False,True,False
186,Departamento,55.5,3,3,21.0,Poor,A,0,1,1,20.5,1330.21,0,1,0,2,1,0,4,1,66.7,Invierno,10.1,753.08,1,19,0.75,564.8100000000001,10.9,Inefficient,0,4,False,False,False,False,True
187,Departamento,49.2,1,2,61.0,Poor,B,0,1,1,15.4,803.6,0,1,1,2,1,0,5,1,61.1,Invierno,8.6,418.42,1,15,0.75,313.815,0.0,Inefficient,0,3,True,False,False,False,False
188,Departamento,64.7,1,3,16.0,Excellent,A,0,2,0,10.5,2931.58,2,1,0,0,1,0,4,0,69.2,Verano,30.1,387.48,1,21,0.75,290.61,60.4,Efficient,3,4,False,False,True,False,False
189,Departamento,66.3,3,2,43.0,Poor,E,0,3,1,20.4,1094.95,1,1,1,5,1,0,9,1,36.6,Invierno,7.3,879.3,1,20,0.75,659.4749999999999,0.0,Inefficient,0,0,True,False,False,False,False
190,Departamento,86.9,2,4,46.0,Average,D,0,1,1,23.5,2392.03,0,1,0,2,1,1,5,1,59.5,Otoño,19.9,906.33,1,18,0.75,679.7475000000001,0.0,Inefficient,1,1,True,False,False,False,False
191,Casa,136.2,7,1,45.0,Poor,C,0,4,1,19.5,1321.12,2,1,2,2,1,0,8,0,79.1,Invierno,8.8,769.22,1,18,0.75,576.915,32.4,Moderate,0,2,False,False,True,False,True
192,Casa,152.9,3,5,67.0,Average,E,0,2,0,15.1,2659.1,0,1,0,3,1,0,5,1,50.2,Primavera,17.3,423.48,1,19,0.75,317.61,24.5,Inefficient,1,0,True,False,False,False,True
193,Casa,88.2,2,5,11.0,Good,B,0,1,1,16.6,1908.67,1,1,1,2,1,0,6,1,74.8,Verano,27.2,528.5,1,21,0.75,396.375,32.0,Moderate,2,3,False,False,False,False,False
194,Departamento,60.4,3,2,62.0,Poor,B,0,3,1,19.2,465.32,1,2,2,3,1,0,9,0,51.1,Verano,27.6,758.76,1,19,0.75,569.0699999999999,24.9,Inefficient,0,3,False,False,True,False,True
195,Casa,186.2,5,2,34.0,Excellent,B,0,7,1,19.2,2237.19,1,2,5,9,1,0,18,1,63.9,Otoño,17.7,1409.79,1,19,0.75,1057.3425,57.6,Efficient,3,3,True,False,False,False,True
196,Casa,88.5,4,2,16.0,Excellent,C,0,5,1,18.6,1083.71,0,1,5,8,1,0,15,1,65.2,Invierno,12.2,1250.7,1,15,0.75,938.025,43.3,Moderate,3,2,False,False,False,False,False
197,Casa,81.8,5,4,13.0,Excellent,B,0,5,1,24.0,1106.94,1,1,2,7,1,0,12,1,81.2,Primavera,22.7,589.09,1,20,0.75,441.8175,77.9,Efficient,3,3,False,False,False,True,False
198,Casa,99.7,4,1,16.0,Good,C,0,3,0,17.1,2513.19,2,1,5,0,1,0,9,1,62.0,Verano,29.3,935.7,1,19,0.75,701.7750000000001,23.1,Inefficient,2,2,False,False,False,False,False
199,Casa,65.6,1,2,6.0,Good,B,0,2,0,11.2,1319.18,0,1,0,2,1,0,4,1,84.3,Primavera,20.6,210.6,1,19,0.75,157.95,61.4,Efficient,2,3,False,False,False,True,False
200,Departamento,71.6,3,1,8.0,Good,B,0,5,0,18.9,845.86,1,1,3,4,1,0,10,1,69.5,Otoño,16.2,519.44,1,17,0.75,389.58,59.9,Efficient,2,3,False,False,False,True,False
201,Departamento,98.4,2,2,55.0,Poor,E,0,3,0,9.0,1485.6,0,1,5,1,1,0,8,1,53.4,Verano,25.4,243.49,1,18,0.75,182.6175,26.4,Moderate,0,0,True,False,False,False,True
202,Casa,79.9,1,1,45.0,Excellent,B,0,1,1,18.2,379.93,0,1,1,3,1,0,6,1,66.7,Otoño,13.2,472.35,1,19,0.75,354.26250000000005,41.6,Moderate,3,3,True,False,False,False,True
203,Departamento,61.9,1,2,7.0,Good,C,0,2,0,14.5,600.4,0,1,2,1,1,1,6,0,80.1,Verano,23.8,269.79,1,19,0.75,202.34250000000003,55.5,Efficient,2,2,False,False,True,True,False
204,Departamento,63.6,1,3,55.0,Poor,E,0,1,0,14.1,2222.65,1,1,1,0,1,0,4,1,50.0,Invierno,4.1,186.64,1,19,0.75,139.98,16.6,Inefficient,0,0,True,False,False,True,False
205,Departamento,79.5,2,3,3.0,Good,B,0,2,0,11.3,1330.21,1,1,2,2,1,0,7,1,93.6,Primavera,17.5,193.44,1,19,0.75,145.07999999999998,66.2,Efficient,2,3,False,False,False,True,False
206,Casa,135.7,6,5,19.0,Excellent,D,0,5,0,8.7,617.31,0,1,5,6,1,0,13,1,77.8,Otoño,15.5,347.07,1,18,0.75,260.3025,58.7,Efficient,3,1,False,False,False,False,True
207,Casa,148.6,4,1,37.0,Average,E,0,3,0,8.1,2063.67,0,1,1,1,1,1,5,1,58.1,Verano,27.8,207.8,1,23,0.75,155.85000000000002,44.0,Moderate,1,0,True,False,False,True,False
208,Departamento,64.6,1,1,22.0,Good,C,0,1,0,12.6,923.73,1,2,2,0,1,0,6,0,78.3,Otoño,19.2,404.31,1,19,0.75,303.2325,35.7,Moderate,2,2,False,False,True,False,True
209,Casa,91.4,1,1,26.0,Excellent,E,0,1,0,11.8,1830.45,1,1,1,1,1,0,5,1,77.1,Invierno,7.8,278.6,1,19,0.75,208.95,45.1,Moderate,3,0,False,False,False,False,True
210,Casa,222.4,3,3,45.0,Average,E,0,4,0,8.0,2483.41,2,1,3,6,1,0,13,0,48.8,Primavera,20.2,372.33,1,17,0.75,279.2475,28.8,Moderate,1,0,False,False,True,False,False
211,Casa,178.9,5,3,41.0,Average,C,0,6,1,21.1,2009.86,3,1,8,5,1,0,18,1,64.0,Primavera,21.6,963.73,1,19,0.75,722.7975,32.9,Moderate,1,2,True,False,False,False,True
212,Departamento,80.2,1,1,35.0,Poor,D,0,1,0,16.3,263.29,0,1,2,2,1,0,6,1,66.2,Invierno,10.3,437.86,1,19,0.75,328.395,0.0,Inefficient,0,1,True,False,False,False,False
213,Departamento,59.2,2,5,28.0,Poor,C,0,4,0,13.9,1501.55,1,2,6,5,1,0,15,1,62.5,Otoño,18.5,672.33,1,23,0.75,504.24750000000006,15.0,Inefficient,0,2,False,False,False,False,False
214,Casa,121.9,4,2,31.0,Good,E,0,4,0,10.7,1014.75,1,1,4,4,1,0,11,1,86.3,Primavera,18.2,436.48,1,19,0.75,327.36,39.3,Moderate,2,0,True,False,False,False,True
215,Departamento,89.4,3,2,25.0,Good,B,0,2,1,22.7,1399.64,0,1,2,3,1,0,7,1,74.2,Verano,25.4,977.14,1,20,0.75,732.855,28.3,Moderate,2,3,False,False,False,False,False
216,Departamento,41.7,1,2,22.0,Good,B,0,2,1,20.6,178.0,0,1,3,4,1,0,9,1,68.8,Primavera,15.9,905.88,1,20,0.75,679.41,19.4,Inefficient,2,3,False,False,False,False,False
217,Casa,286.0,8,5,40.0,Average,B,1,6,1,22.9,3709.62,2,2,3,7,1,1,16,1,68.3,Otoño,11.4,1138.77,1,16,0.75,854.0775,45.1,Moderate,1,3,True,False,False,False,False
218,Casa,75.6,1,1,32.0,Good,B,0,1,1,15.0,800.11,0,1,1,1,1,0,4,1,66.7,Verano,31.5,268.41,1,19,0.75,201.3075,44.9,Moderate,2,3,True,False,False,False,True
219,Departamento,62.3,1,1,51.0,Excellent,D,0,1,0,12.3,702.81,0,1,2,0,1,0,4,0,54.9,Invierno,3.1,132.07,1,20,0.75,99.0525,59.2,Efficient,3,1,False,False,True,True,False
220,Departamento,45.9,4,1,10.0,Good,E,0,3,1,22.9,1118.71,1,1,1,1,1,0,5,0,81.3,Verano,32.0,558.4,1,20,0.75,418.8,42.5,Moderate,2,0,False,False,True,False,True
221,Casa,106.1,5,3,27.0,Poor,D,0,4,0,11.8,1900.5,2,1,1,5,1,0,10,1,73.9,Verano,31.7,612.47,1,18,0.75,459.3525,34.4,Moderate,0,1,False,False,False,False,True
222,Departamento,88.2,2,1,60.0,Good,E,0,1,1,23.9,763.15,0,1,1,2,1,1,6,1,52.3,Otoño,15.4,395.09,1,17,0.75,296.3175,19.0,Inefficient,2,0,True,False,False,True,False
223,Departamento,88.8,4,2,21.0,Excellent,C,0,2,0,8.0,375.15,1,1,4,1,1,0,8,1,82.5,Invierno,12.1,445.62,1,17,0.75,334.21500000000003,50.1,Moderate,3,2,False,False,False,False,False
224,Casa,121.0,5,1,18.0,Poor,A,0,4,0,14.6,2480.77,2,1,1,2,1,0,7,0,80.8,Verano,28.4,845.2,1,20,0.75,633.9000000000001,28.3,Moderate,0,4,False,False,True,False,False
225,Casa,264.1,5,2,31.0,Average,B,0,7,0,9.6,4883.34,5,2,5,3,1,0,16,1,83.2,Invierno,9.8,655.62,1,22,0.75,491.715,57.2,Efficient,1,3,True,False,False,True,False
226,Departamento,67.4,3,1,19.0,Average,C,0,1,1,16.5,627.07,0,1,1,1,1,0,4,1,74.2,Primavera,17.2,218.14,1,18,0.75,163.605,47.1,Moderate,1,2,False,False,False,True,False
227,Departamento,72.4,4,2,24.0,Good,A,0,6,0,12.3,647.36,0,2,2,6,1,0,11,1,66.7,Invierno,10.3,532.88,1,21,0.75,399.66,52.6,Moderate,2,4,False,False,False,False,True
228,Casa,154.3,7,3,25.0,Excellent,A,0,5,0,18.5,4364.34,3,2,3,3,1,1,13,1,72.9,Primavera,21.1,902.99,1,16,0.75,677.2425000000001,66.0,Efficient,3,4,False,True,False,False,True
229,Casa,254.9,8,2,56.0,Good,E,0,8,0,10.1,2326.67,1,1,5,8,1,0,16,1,40.7,Verano,28.2,607.24,1,18,0.75,455.43,31.6,Moderate,2,0,True,False,False,True,False
230,Casa,129.9,1,1,4.0,Excellent,C,0,1,1,13.9,2532.22,0,1,0,2,1,0,4,1,94.6,Primavera,14.8,204.87,1,19,0.75,153.6525,60.1,Efficient,3,2,False,False,False,True,False
231,Departamento,76.0,2,2,18.0,Good,B,0,1,1,16.6,746.4,0,1,3,1,1,0,6,1,90.5,Invierno,0.0,470.07,1,18,0.75,352.5525,30.7,Moderate,2,3,False,False,False,True,False
232,Departamento,57.5,2,1,21.0,Average,E,0,1,1,22.7,725.92,0,1,0,3,1,0,5,0,73.6,Otoño,7.3,854.18,1,18,0.75,640.635,0.2,Inefficient,1,0,False,False,True,False,False
233,Departamento,67.3,1,2,39.0,Poor,C,0,1,0,8.0,1094.61,1,1,0,1,1,0,4,0,45.2,Verano,29.5,205.6,1,21,0.75,154.2,16.7,Inefficient,0,2,False,False,True,False,True
234,Departamento,42.0,2,3,3.0,Good,B,0,2,0,14.0,100.63,3,2,0,2,1,0,8,1,86.2,Primavera,20.5,279.2,1,21,0.75,209.4,68.6,Efficient,2,3,False,False,False,True,False
235,Casa,78.8,2,4,24.0,Good,A,0,5,0,14.4,749.82,2,1,3,0,1,0,7,0,58.1,Otoño,17.2,407.68,1,23,0.75,305.76,58.1,Efficient,2,4,False,False,True,False,True
236,Departamento,79.4,1,2,38.0,Excellent,E,0,1,1,19.4,925.02,1,1,0,1,1,0,4,1,51.2,Otoño,12.8,489.96,1,21,0.75,367.47,12.9,Inefficient,3,0,True,False,False,False,True
237,Departamento,55.4,1,1,31.0,Average,B,0,1,1,21.7,2509.11,0,1,1,1,1,1,5,1,67.0,Otoño,16.7,457.4,1,17,0.75,343.04999999999995,10.8,Inefficient,1,3,True,False,False,False,True
238,Casa,161.1,6,3,15.0,Good,B,0,1,0,9.1,4019.68,3,1,0,0,1,0,5,1,66.7,Invierno,11.8,313.55,1,19,0.75,235.1625,25.1,Inefficient,2,3,False,True,False,False,False
239,Departamento,90.1,2,1,14.0,Excellent,B,0,2,0,12.8,689.57,1,1,1,2,1,0,6,1,77.8,Otoño,16.7,371.11,1,22,0.75,278.3325,50.5,Moderate,3,3,False,False,False,False,False
240,Casa,112.1,2,3,47.0,Good,B,0,1,0,8.0,2106.36,2,1,0,2,1,0,6,1,64.3,Primavera,16.6,203.34,1,18,0.75,152.505,56.1,Efficient,2,3,True,False,False,False,True
241,Departamento,49.3,1,1,32.0,Good,A,0,1,0,16.1,1165.82,0,1,2,0,1,0,4,1,63.1,Otoño,10.4,369.03,1,19,0.75,276.7725,15.1,Inefficient,2,4,True,False,False,False,False
242,Departamento,58.5,2,2,20.0,Good,D,0,2,0,10.8,1493.83,0,1,4,0,1,0,6,1,81.2,Primavera,20.3,154.2,1,22,0.75,115.65,56.0,Efficient,2,1,False,False,False,True,False
243,Casa,177.4,8,5,14.0,Good,A,0,3,0,9.8,2329.37,2,1,2,1,1,0,7,0,87.9,Verano,31.2,484.71,1,22,0.75,363.5325,63.9,Efficient,2,4,False,False,True,False,True
244,Casa,85.3,1,1,16.0,Excellent,C,0,1,0,12.5,908.77,0,1,0,1,1,0,3,1,80.0,Otoño,14.3,264.62,1,19,0.75,198.465,58.6,Efficient,3,2,False,False,False,False,True
245,Departamento,79.7,1,1,51.0,Good,A,0,4,0,8.5,3220.79,1,1,4,4,1,0,11,0,61.3,Otoño,17.0,376.82,1,17,0.75,282.615,54.8,Efficient,2,4,False,False,True,False,True
246,Pequeño Comercio,32.4,1,1,18.0,Good,A,0,1,0,14.6,734.55,1,2,1,1,0,0,5,1,66.8,Primavera,17.9,160.95,1,20,0.75,120.7125,54.2,Efficient,2,4,False,False,False,False,True
247,Casa,105.4,1,1,62.0,Poor,B,0,1,0,9.8,1600.74,1,1,2,0,1,0,5,1,55.5,Primavera,22.0,315.16,1,18,0.75,236.37,8.4,Inefficient,0,3,True,False,False,False,True
248,Casa,172.6,7,5,11.0,Poor,E,0,5,0,15.0,5888.15,2,1,6,5,1,1,16,0,69.6,Primavera,15.6,686.1,1,17,0.75,514.575,25.8,Moderate,0,0,False,False,True,False,True
