tipo_vivienda,cantidad_equipos,horas_alto_consumo,consumo_kwh,categoria
Departamento,8,16,176.79,Efficient
Casa,15,17,1271.3,Moderate
Departamento,8,19,229.41,Efficient
Casa,17,20,568.7,Inefficient
Departamento,7,22,502.93,Moderate
Casa,6,17,323.94,Moderate
Casa,10,18,298.08,Inefficient
Pequeño Comercio,19,22,482.86,Efficient
Departamento,7,18,310.56,Moderate
Departamento,7,19,522.03,Efficient
Departamento,3,17,172.02,Moderate
Pequeño Comercio,5,21,242.6,Efficient
Departamento,6,18,136.98,Efficient
Departamento,4,17,213.27,Inefficient
Casa,12,20,711.15,Inefficient
Casa,5,19,584.95,Inefficient
Casa,14,18,837.45,Inefficient
Casa,2,21,182.16,Moderate
Casa,12,19,781.94,Efficient
Casa,5,17,450.38,Moderate
Casa,9,16,1076.73,Moderate
Departamento,9,23,799.3,Moderate
Casa,15,17,642.03,Moderate
Departamento,4,17,487.76,Moderate
Departamento,12,16,385.83,Moderate
Departamento,6,15,203.13,Moderate
Casa,2,20,132.39,Inefficient
Departamento,17,21,856.0,Moderate
Departamento,3,16,118.95,Efficient
Casa,8,17,188.44,Moderate
Departamento,7,21,276.47,Inefficient
Casa,5,18,892.63,Inefficient
Casa,13,17,1192.32,Inefficient
Casa,6,14,354.47,Inefficient
Casa,16,23,426.54,Efficient
Departamento,5,18,346.09,Moderate
Casa,6,14,764.9,Inefficient
Pequeño Comercio,14,19,534.4,Inefficient
Departamento,3,21,164.93,Moderate
Casa,5,19,198.6,Efficient
Departamento,4,18,143.45,Moderate
Casa,10,18,253.21,Efficient
Departamento,9,22,495.06,Inefficient
Departamento,7,18,252.72,Moderate
Casa,4,20,190.05,Efficient
Departamento,5,22,401.76,Moderate
Casa,23,17,1239.19,Moderate
Casa,12,19,565.77,Moderate
Casa,8,20,194.35,Moderate
Casa,15,17,707.71,Inefficient
Departamento,4,19,149.1,Inefficient
Casa,10,19,807.99,Inefficient
Departamento,5,19,262.0,Efficient
Pequeño Comercio,14,15,729.15,Moderate
Departamento,8,19,357.42,Moderate
Casa,6,18,290.58,Moderate
Departamento,3,16,303.86,Moderate
Casa,9,14,519.58,Inefficient
Casa,6,16,927.87,Efficient
Departamento,6,21,270.23,Inefficient
Casa,6,18,204.27,Moderate
Casa,6,18,313.15,Moderate
Casa,4,19,177.4,Efficient
Casa,12,21,515.18,Inefficient
Departamento,8,19,452.81,Moderate
Departamento,6,18,190.91,Moderate
Departamento,12,19,501.15,Efficient
Departamento,8,18,610.24,Moderate
Casa,11,16,219.31,Efficient
Departamento,5,15,197.76,Moderate
Casa,8,19,189.41,Efficient
Casa,7,16,554.03,Efficient
Casa,17,16,612.91,Efficient
Casa,6,19,273.63,Moderate
Departamento,9,19,329.2,Efficient
Casa,5,19,473.99,Inefficient
Departamento,6,18,1397.81,Inefficient
Casa,7,20,357.53,Moderate
Casa,11,18,594.6,Inefficient
Pequeño Comercio,2,20,75.17,Moderate
Departamento,2,19,155.67,Efficient
Casa,5,20,123.36,Moderate
Casa,11,15,637.51,Inefficient
Casa,4,20,371.89,Inefficient
Departamento,5,18,299.4,Moderate
Departamento,3,16,196.28,Moderate
Departamento,4,15,190.46,Inefficient
Departamento,23,17,1877.59,Inefficient
Casa,5,18,150.35,Efficient
Pequeño Comercio,10,17,495.73,Moderate
Departamento,8,18,348.98,Efficient
Pequeño Comercio,16,16,1095.24,Moderate
Casa,13,22,379.3,Inefficient
Casa,9,18,420.65,Inefficient
Casa,18,23,453.15,Efficient
Departamento,8,18,927.09,Inefficient
Pequeño Comercio,5,21,314.1,Inefficient
Casa,7,20,650.67,Inefficient
Casa,6,17,804.13,Inefficient
Casa,12,18,995.22,Moderate
Casa,8,18,975.62,Moderate
Casa,12,20,521.06,Efficient
Departamento,6,17,412.23,Moderate
Casa,14,20,745.12,Efficient
Casa,19,20,1114.8,Moderate
Departamento,15,17,656.33,Moderate
Casa,15,20,432.41,Efficient
Casa,9,17,310.79,Efficient
Casa,8,14,530.88,Moderate
Departamento,9,19,354.39,Moderate
Departamento,3,17,242.18,Efficient
Departamento,13,22,1553.48,Moderate
Casa,8,19,1002.74,Inefficient
Departamento,4,21,169.06,Moderate
Casa,11,22,423.2,Moderate
Departamento,9,18,505.99,Moderate
Casa,18,19,610.32,Moderate
Departamento,6,19,114.53,Moderate
Casa,7,21,1014.69,Moderate
Casa,14,19,969.91,Efficient
Casa,7,17,315.5,Efficient
Casa,11,19,854.4,Moderate
Casa,12,18,348.56,Efficient
Casa,4,20,479.54,Moderate
Casa,4,18,270.73,Moderate
Casa,11,19,834.32,Efficient
Pequeño Comercio,12,18,431.17,Moderate
Casa,6,20,143.8,Efficient
Casa,6,22,363.21,Moderate
Casa,18,20,989.54,Efficient
Departamento,7,15,173.1,Moderate
Departamento,3,22,179.57,Efficient
Pequeño Comercio,7,17,501.17,Efficient
Casa,14,18,363.76,Inefficient
Departamento,9,19,820.84,Inefficient
Departamento,7,19,564.03,Efficient
Casa,23,19,701.75,Moderate
Departamento,5,18,253.66,Moderate
Casa,10,20,575.1,Efficient
Casa,16,21,1378.82,Inefficient
Departamento,13,20,390.94,Inefficient
Departamento,3,16,557.75,Inefficient
Casa,7,21,331.12,Moderate
Casa,7,19,194.7,Moderate
Casa,11,19,355.16,Efficient
Casa,10,19,296.77,Inefficient
Casa,14,17,811.41,Moderate
Casa,5,18,244.66,Moderate
Casa,9,18,318.77,Moderate
Casa,7,21,660.33,Moderate
Casa,3,23,170.6,Efficient
Casa,14,17,766.21,Moderate
Casa,9,18,285.77,Inefficient
Casa,9,16,656.55,Moderate
Casa,11,18,401.9,Efficient
Casa,5,20,362.09,Moderate
Casa,6,19,248.57,Efficient
Casa,4,20,189.64,Moderate
Pequeño Comercio,13,18,742.21,Inefficient
Casa,10,19,500.0,Moderate
Departamento,5,17,259.58,Moderate
Casa,5,16,376.01,Moderate
Departamento,10,17,509.03,Efficient
Casa,6,18,459.74,Moderate
Casa,4,18,254.75,Inefficient
Departamento,3,19,151.21,Moderate
Departamento,9,20,395.32,Moderate
Casa,8,18,327.19,Efficient
Casa,10,20,354.81,Efficient
Departamento,8,18,660.88,Moderate
Casa,13,20,483.98,Efficient
Casa,7,20,411.6,Moderate
Departamento,4,19,518.25,Inefficient
Casa,7,21,397.24,Inefficient
Departamento,10,19,676.84,Inefficient
Casa,6,17,278.88,Moderate
Departamento,4,17,340.34,Efficient
Casa,16,19,1039.88,Efficient
Casa,14,15,2340.5,Inefficient
Casa,4,20,413.57,Inefficient
Departamento,6,18,281.9,Moderate
Casa,13,19,529.1,Inefficient
Departamento,6,17,232.76,Moderate
Departamento,8,20,277.37,Inefficient
Casa,18,17,686.74,Moderate
Casa,17,22,650.79,Moderate
Departamento,10,16,549.32,Efficient
Departamento,5,20,503.05,Inefficient
Casa,8,19,233.69,Efficient
Casa,2,19,220.58,Efficient
Casa,5,18,701.39,Inefficient
Casa,12,20,836.76,Efficient
Departamento,4,16,475.9,Moderate
Departamento,7,19,506.2,Moderate
Casa,14,19,801.56,Efficient
Departamento,10,18,512.52,Moderate
Pequeño Comercio,4,18,340.91,Efficient
Departamento,10,18,331.14,Moderate
Casa,5,18,334.9,Inefficient
Casa,9,17,543.22,Moderate
Casa,14,17,841.52,Efficient
Departamento,6,20,564.61,Moderate
Casa,13,19,401.6,Moderate
Casa,12,16,320.8,Moderate
Casa,8,19,627.88,Moderate
Departamento,7,20,706.45,Inefficient
Departamento,4,22,184.8,Moderate
Casa,7,19,537.8,Moderate
Departamento,6,18,213.43,Moderate
Casa,7,17,193.26,Moderate
Casa,5,19,386.63,Moderate
Departamento,4,22,489.91,Inefficient
Departamento,3,16,176.58,Efficient
Casa,7,18,367.59,Moderate
Departamento,3,20,135.47,Moderate
Casa,7,19,434.24,Efficient
Casa,9,19,348.56,Efficient
Casa,18,18,1087.45,Moderate
Departamento,3,22,210.85,Inefficient
Departamento,6,18,207.32,Moderate
Departamento,5,21,689.25,Moderate
Pequeño Comercio,10,18,428.92,Moderate
Casa,9,18,674.82,Efficient
Departamento,4,20,220.31,Moderate
Casa,9,19,242.33,Moderate
Departamento,15,16,773.05,Efficient
Casa,3,17,149.62,Moderate
Casa,8,21,1255.06,Moderate
Casa,8,21,369.98,Inefficient
Casa,10,20,678.81,Moderate
Casa,4,16,142.06,Moderate
Casa,13,20,439.34,Moderate
Casa,4,21,333.13,Moderate
Casa,12,19,362.16,Efficient
Casa,4,18,369.26,Moderate
Departamento,4,20,318.46,Efficient
Departamento,13,16,404.46,Moderate
Casa,11,20,882.79,Moderate
Casa,11,17,615.32,Moderate
Casa,10,16,461.78,Efficient
Casa,9,17,421.07,Efficient
Departamento,15,20,781.98,Efficient
Casa,13,17,419.45,Efficient
Casa,6,20,681.63,Inefficient
Pequeño Comercio,9,15,178.42,Efficient
Departamento,9,22,335.11,Efficient
Casa,6,19,523.81,Inefficient
Departamento,7,19,1019.3,Inefficient
Departamento,6,18,240.42,Moderate
Casa,5,18,463.74,Moderate
Departamento,8,20,329.7,Moderate
Casa,2,14,233.13,Efficient
Casa,5,19,219.12,Moderate
Casa,9,17,357.81,Inefficient
Departamento,3,18,233.53,Inefficient
Departamento,5,16,194.63,Moderate
Casa,13,19,463.63,Efficient
Departamento,10,13,458.71,Efficient
Departamento,7,20,828.34,Inefficient
Casa,9,18,349.65,Efficient
Departamento,2,21,171.25,Efficient
Casa,23,19,999.41,Efficient
Casa,6,16,223.12,Moderate
Casa,14,15,805.47,Inefficient
Casa,13,18,1243.47,Moderate
Departamento,10,19,441.24,Moderate
Departamento,8,17,421.97,Efficient
Casa,11,19,261.61,Inefficient
Pequeño Comercio,8,22,209.68,Efficient
Casa,19,20,621.36,Moderate
Departamento,3,16,334.05,Inefficient
Pequeño Comercio,11,20,708.69,Moderate
Departamento,4,18,498.8,Inefficient
Departamento,2,22,195.82,Efficient
Casa,5,22,604.64,Efficient
Casa,7,19,304.86,Moderate
Casa,9,21,606.0,Moderate
Pequeño Comercio,8,17,287.76,Moderate
Casa,3,18,250.92,Inefficient
Casa,8,16,149.8,Efficient
Casa,5,20,259.11,Moderate
Departamento,4,16,523.33,Inefficient
Departamento,6,21,257.02,Efficient
Casa,17,21,1411.58,Moderate
Departamento,7,19,471.7,Inefficient
Departamento,7,18,628.91,Inefficient
Departamento,6,16,255.96,Efficient
Departamento,5,21,388.05,Moderate
Casa,5,17,180.57,Efficient
Departamento,6,19,712.39,Inefficient
Departamento,6,19,207.5,Moderate
Casa,12,18,144.75,Efficient
Departamento,12,17,587.68,Efficient
Casa,8,17,309.8,Moderate
Casa,9,20,395.08,Efficient
Casa,5,19,253.54,Efficient
Pequeño Comercio,13,18,567.12,Moderate
Casa,14,19,1315.23,Moderate
Departamento,4,16,361.76,Inefficient
Departamento,5,22,280.11,Moderate
Casa,13,19,661.75,Efficient
Departamento,5,18,144.88,Efficient
Departamento,10,18,683.62,Moderate
Departamento,11,17,856.9,Moderate
Casa,7,18,499.96,Efficient
Casa,13,22,272.72,Moderate
Casa,5,17,400.59,Moderate
Casa,13,18,666.82,Inefficient
Departamento,5,19,495.99,Efficient
Casa,8,20,347.56,Moderate
Departamento,6,20,338.53,Moderate
Casa,18,21,520.16,Efficient
Casa,4,16,232.22,Moderate
Casa,4,20,600.3,Inefficient
Casa,11,18,906.26,Inefficient
Departamento,4,19,627.73,Inefficient
Casa,13,18,419.24,Moderate
Casa,6,12,243.59,Moderate
Casa,11,18,840.74,Moderate
Departamento,2,18,240.62,Inefficient
Casa,7,20,396.08,Efficient
Departamento,3,22,285.77,Moderate
Casa,4,18,316.21,Moderate
Pequeño Comercio,12,18,1074.82,Inefficient
Casa,4,20,195.11,Efficient
Casa,7,18,1195.42,Inefficient
Departamento,7,19,392.98,Efficient
Departamento,5,20,268.55,Inefficient
Departamento,4,21,318.46,Moderate
Departamento,7,19,196.88,Moderate
Departamento,19,21,392.26,Moderate
Casa,9,17,434.93,Efficient
Departamento,12,16,909.8,Inefficient
Casa,12,17,334.82,Moderate
Casa,17,18,1410.52,Inefficient
Departamento,10,16,1187.35,Inefficient
Casa,24,17,1255.67,Efficient
Casa,11,19,855.09,Inefficient
Casa,9,19,638.46,Moderate
Casa,8,15,241.07,Moderate
Casa,12,22,303.51,Moderate
Departamento,5,17,280.52,Efficient
Departamento,11,20,411.41,Efficient
Departamento,4,22,249.05,Inefficient
Pequeño Comercio,5,18,563.33,Moderate
Casa,7,17,209.73,Moderate
Departamento,11,18,753.03,Efficient
Departamento,3,18,148.7,Moderate
Departamento,4,18,177.01,Moderate
Casa,6,19,298.48,Moderate
Casa,4,18,311.89,Efficient
Departamento,10,20,723.06,Inefficient
Casa,6,20,319.65,Efficient
Departamento,5,18,344.55,Moderate
Casa,10,18,446.71,Efficient
Pequeño Comercio,7,18,233.03,Moderate
Casa,9,22,480.77,Moderate
Casa,20,17,2027.09,Moderate
Departamento,7,16,332.02,Moderate
Casa,3,17,247.65,Efficient
Departamento,10,21,1026.66,Inefficient
Departamento,3,19,165.12,Moderate
Casa,16,19,568.33,Efficient
Casa,5,16,322.63,Inefficient
Casa,15,20,468.21,Inefficient
Casa,7,16,282.23,Moderate
Casa,8,17,993.73,Inefficient
Departamento,6,16,449.14,Moderate
Departamento,4,19,117.9,Moderate
Casa,5,19,381.19,Moderate
Departamento,17,17,1306.0,Moderate
Pequeño Comercio,6,18,269.65,Inefficient
Casa,3,19,214.86,Moderate
Departamento,5,19,588.32,Moderate
Casa,4,19,245.98,Moderate
Casa,15,21,1106.87,Moderate
Casa,6,19,222.62,Moderate
Casa,12,19,275.17,Inefficient
Departamento,7,19,672.81,Moderate
Departamento,11,20,536.77,Moderate
Departamento,9,21,1508.25,Moderate
Departamento,9,18,773.58,Moderate
Departamento,4,20,504.49,Inefficient
Departamento,7,18,380.84,Moderate
Casa,10,18,452.27,Efficient
Casa,3,21,326.35,Inefficient
Departamento,7,15,1043.27,Inefficient
Casa,8,18,586.94,Efficient
Casa,11,22,366.22,Efficient
Departamento,8,19,768.17,Inefficient
Departamento,4,17,265.0,Inefficient
Departamento,4,16,246.88,Efficient
Departamento,3,19,306.4,Moderate
Departamento,4,19,565.98,Inefficient
Departamento,7,22,298.23,Inefficient
Casa,9,17,338.46,Moderate
Casa,12,14,2799.1514837655022,Efficient
Departamento,19,18,489.9,Moderate
Casa,5,16,283.34,Moderate
Departamento,4,18,81.75,Efficient
Departamento,5,16,241.96,Inefficient
Casa,10,20,558.34,Moderate
Departamento,8,18,299.14,Efficient
Casa,12,20,685.46,Moderate
Departamento,5,20,301.2,Efficient
Pequeño Comercio,4,15,309.97,Efficient
Casa,9,19,320.62,Efficient
Pequeño Comercio,13,16,597.94,Inefficient
Casa,7,18,906.47,Moderate
Departamento,8,20,598.43,Moderate
Departamento,8,21,579.58,Efficient
Casa,8,19,400.76,Efficient
Pequeño Comercio,10,19,480.92,Moderate
Casa,10,18,989.89,Inefficient
Departamento,2,18,410.12,Inefficient
Casa,7,20,227.55,Efficient
Departamento,8,18,382.83,Efficient
Departamento,15,18,450.93,Moderate
Departamento,5,16,391.35,Moderate
Departamento,9,18,650.19,Moderate
Departamento,10,19,325.82,Efficient
Pequeño Comercio,6,19,178.72,Moderate
Departamento,14,19,1086.91,Inefficient
Casa,5,18,350.71,Moderate
Casa,11,18,536.66,Inefficient
Casa,19,17,700.96,Efficient
Departamento,8,17,371.19,Moderate
Casa,9,19,660.55,Inefficient
Departamento,10,18,302.14,Moderate
Casa,4,20,202.2,Efficient
Departamento,10,18,194.55,Efficient
Departamento,13,20,551.2,Moderate
Casa,8,18,404.13,Inefficient
Casa,13,22,575.79,Inefficient
Casa,9,16,330.6,Inefficient
Departamento,13,18,656.97,Efficient
Departamento,9,21,326.13,Inefficient
Departamento,6,18,523.62,Moderate
Casa,8,19,292.78,Moderate
Casa,6,18,301.49,Moderate
Casa,15,17,552.58,Efficient
Departamento,9,22,396.64,Inefficient
Departamento,6,23,476.03,Efficient
Casa,3,20,466.89,Inefficient
Casa,13,18,591.31,Moderate
Departamento,13,18,628.96,Moderate
Casa,7,20,467.75,Moderate
Casa,19,16,480.95,Efficient
Casa,3,16,354.19,Moderate
Departamento,3,19,81.13,Moderate
Departamento,9,18,1206.64,Moderate
Casa,13,20,281.66,Efficient
Departamento,6,19,513.71,Inefficient
Departamento,4,21,355.59,Moderate
Casa,5,19,358.3,Moderate
Casa,5,19,270.5,Moderate
Departamento,7,21,509.1,Efficient
Departamento,4,14,142.8,Inefficient
Departamento,5,20,240.5,Efficient
Departamento,5,18,184.79,Inefficient
Casa,16,20,979.51,Efficient
Departamento,3,20,138.35,Efficient
Casa,8,14,613.95,Moderate
Departamento,5,19,662.48,Inefficient
Departamento,6,21,195.77,Moderate
Casa,5,17,316.06,Moderate
Casa,6,22,458.49,Inefficient
Casa,5,20,726.47,Inefficient
Casa,5,21,311.15,Efficient
Departamento,5,19,357.8,Moderate
Casa,5,21,518.86,Moderate
Departamento,11,19,748.45,Inefficient
Casa,7,20,719.78,Inefficient
Casa,9,19,301.35,Efficient
Departamento,8,16,559.35,Inefficient
Casa,17,15,798.43,Moderate
Casa,16,19,413.12,Moderate
Departamento,3,18,139.61,Moderate
Departamento,5,18,153.05,Efficient
Casa,13,19,921.09,Efficient
Departamento,5,19,424.09,Inefficient
Departamento,16,17,785.87,Efficient
Departamento,5,17,412.66,Inefficient
Casa,8,16,364.14,Efficient
Casa,6,18,253.71,Moderate
Casa,15,22,603.61,Moderate
Departamento,9,16,721.85,Moderate
Departamento,4,20,273.06,Moderate
Pequeño Comercio,4,18,248.42,Efficient
Casa,7,20,562.31,Moderate
Casa,11,19,1013.0,Moderate
Casa,14,18,865.91,Inefficient
Departamento,25,17,603.92,Moderate
Departamento,6,16,142.07,Moderate
Departamento,9,21,447.08,Inefficient
Casa,17,16,411.77,Moderate
Departamento,6,17,442.07,Inefficient
Casa,13,17,363.15,Efficient
Casa,11,18,610.63,Moderate
Casa,7,18,160.69,Moderate
Casa,10,21,542.59,Moderate
Casa,8,19,588.47,Efficient
Casa,8,18,222.08,Moderate
Departamento,10,21,788.94,Inefficient
Departamento,12,18,1344.38,Moderate
Departamento,13,20,1227.16,Moderate
Casa,7,22,944.62,Inefficient
Departamento,5,19,135.54,Efficient
Departamento,4,19,302.77,Efficient
Departamento,4,23,470.42,Moderate
Casa,8,18,308.21,Inefficient
Casa,16,18,1691.81,Inefficient
Casa,2,18,186.43,Moderate
Casa,8,19,631.3,Inefficient
Departamento,5,19,302.0,Moderate
Casa,7,19,292.86,Moderate
Casa,21,19,415.74,Moderate
Casa,10,18,808.94,Efficient
Casa,14,17,818.52,Moderate
Departamento,7,16,309.71,Inefficient
Casa,4,17,307.09,Moderate
Casa,8,15,265.41,Efficient
Departamento,7,15,384.14,Inefficient
Casa,5,20,234.23,Efficient
Departamento,7,19,199.6,Efficient
Casa,12,22,705.99,Moderate
Casa,7,14,1394.31,Inefficient
Casa,10,17,448.14,Moderate
Casa,4,21,207.3,Efficient
Departamento,3,16,222.84,Inefficient
Pequeño Comercio,20,23,641.44,Efficient
Departamento,10,19,176.13,Efficient
Departamento,5,18,174.51,Efficient
Departamento,3,22,215.55,Efficient
Casa,11,17,340.39,Inefficient
Departamento,6,17,184.99,Moderate
Departamento,7,17,359.6,Moderate
Departamento,10,22,894.69,Efficient
Casa,4,20,170.86,Efficient
Departamento,5,20,267.54,Inefficient
Casa,6,22,394.48,Moderate
Casa,13,20,556.78,Moderate
Departamento,9,18,217.41,Moderate
Casa,11,18,641.89,Inefficient
Casa,5,17,383.06,Moderate
Departamento,2,21,186.28,Moderate
Departamento,10,15,148.62,Moderate
Casa,9,16,201.94,Efficient
Casa,3,18,92.34,Efficient
Casa,6,18,364.52,Moderate
Departamento,6,20,318.44,Efficient
Casa,13,18,487.43,Inefficient
Casa,6,14,417.36,Moderate
Casa,7,18,232.18,Moderate
Departamento,8,22,744.98,Inefficient
Casa,6,21,239.06,Moderate
Departamento,4,20,220.06,Efficient
Departamento,4,17,384.03,Inefficient
Casa,15,18,643.48,Inefficient
Casa,3,18,232.06,Moderate
Casa,3,18,139.94,Moderate
Departamento,14,21,1140.48,Inefficient
Casa,16,17,809.97,Efficient
Departamento,7,20,345.98,Moderate
Departamento,5,21,329.65,Moderate
Casa,3,18,253.74,Moderate
Casa,7,20,552.07,Efficient
Casa,6,18,450.46,Efficient
Casa,9,21,871.88,Inefficient
Departamento,5,19,297.53,Inefficient
Casa,15,15,1489.49,Inefficient
Casa,20,15,1330.99,Moderate
Casa,6,21,321.85,Inefficient
Casa,4,16,131.04,Moderate
Casa,12,19,966.88,Efficient
Casa,10,17,454.98,Efficient
Departamento,6,21,186.86,Inefficient
Casa,8,18,397.91,Moderate
Casa,10,15,764.01,Inefficient
Casa,11,21,701.4,Moderate
Departamento,5,15,346.53,Moderate
Casa,6,19,271.49,Moderate
Casa,12,18,963.35,Moderate
Casa,10,20,249.13,Efficient
Departamento,5,18,516.88,Inefficient
Departamento,5,16,326.74,Moderate
Casa,7,20,630.37,Inefficient
Departamento,23,23,1608.3,Inefficient
Casa,9,20,280.93,Inefficient
Casa,14,19,220.19,Moderate
Casa,7,19,586.41,Inefficient
Casa,16,22,1103.82,Moderate
Departamento,9,19,233.49,Moderate
Casa,13,19,1012.97,Moderate
Casa,6,20,428.71,Inefficient
Departamento,9,20,504.39,Moderate
Departamento,2,16,246.06,Moderate
Departamento,10,20,312.23,Moderate
Departamento,17,20,478.1,Moderate
Casa,10,19,408.08,Efficient
Casa,7,21,172.77,Efficient
Departamento,6,17,203.35,Moderate
Departamento,2,20,190.3,Moderate
Departamento,7,18,400.68,Moderate
Pequeño Comercio,5,19,267.21,Efficient
Casa,19,17,844.62,Moderate
Casa,7,19,363.72,Moderate
Departamento,7,19,143.07,Inefficient
Casa,7,17,625.49,Inefficient
Casa,14,16,535.72,Efficient
Departamento,6,12,238.37,Inefficient
Departamento,6,21,170.24,Moderate
Departamento,11,19,420.85,Inefficient
Casa,5,16,91.04,Moderate
Casa,5,18,228.63,Moderate
Casa,3,16,448.22,Moderate
Casa,8,17,541.57,Inefficient
Casa,20,19,831.88,Inefficient
Departamento,4,19,444.93,Moderate
Departamento,6,17,332.79,Moderate
Departamento,5,14,457.21,Moderate
Casa,4,18,247.79,Efficient
Casa,11,17,411.34,Moderate
Casa,14,19,843.01,Efficient
Casa,9,17,530.39,Moderate
Casa,9,19,463.4,Inefficient
Casa,8,19,459.43,Inefficient
Departamento,3,18,398.94,Inefficient
Casa,11,19,584.7,Inefficient
Departamento,6,17,437.04,Inefficient
Casa,14,18,368.54,Moderate
Casa,3,20,288.64,Moderate
Casa,7,15,247.87,Efficient
Departamento,3,16,164.71,Inefficient
Casa,6,20,193.78,Efficient
Departamento,5,23,388.1,Moderate
Departamento,2,21,130.35,Moderate
Casa,6,20,854.85,Inefficient
Casa,12,16,360.39,Moderate
Casa,2,18,197.42,Efficient
Casa,10,17,1024.29,Moderate
Casa,3,19,153.87,Moderate
Departamento,7,19,286.77,Moderate
Casa,12,19,541.08,Moderate
Casa,3,18,179.19,Moderate
Pequeño Comercio,15,21,363.7,Efficient
Departamento,6,20,529.34,Inefficient
Casa,8,18,143.93,Efficient
Departamento,3,21,103.38,Moderate
Casa,16,19,743.41,Efficient
Casa,11,17,203.47,Moderate
Departamento,5,20,319.37,Inefficient
Casa,13,19,401.4,Moderate
Casa,13,18,605.95,Moderate
Departamento,6,20,268.74,Efficient
Departamento,8,20,760.72,Moderate
Casa,5,17,395.35,Moderate
Departamento,11,20,350.89,Moderate
Pequeño Comercio,9,20,205.93,Moderate
Casa,4,16,237.05,Moderate
Casa,5,17,346.16,Moderate
Departamento,9,16,765.26,Moderate
Casa,18,18,432.16,Efficient
Departamento,14,20,982.5,Moderate
Departamento,4,18,286.12,Efficient
Casa,7,15,432.52,Inefficient
Casa,11,19,648.81,Moderate
Casa,7,18,654.74,Inefficient
