tipo_vivienda,metros_cuadrados,habitaciones,baños,antiguedad_vivienda,aislamiento,eficiencia_construccion,paneles_solares,cantidad_personas,trabajo_remoto,horas_en_casa,ingreso_mensual,aires_acondicionados,heladeras,televisores,computadoras,lavadoras,secadoras,cantidad_equipos,calefaccion,tipo_calefaccion,tipo_iluminacion,electrodomesticos_eficientes,factor_estacional,temperatura_media,consumo_kwh,uso_horario_pico,horas_alto_consumo,tarifa_kwh,costo_estimado,categoria
departamento,92.7,1,1,17.0,good,b,0,2,0,9.9,3098.27,1,1,1,2,1,0,8,1,eléctrica,mixta,71.0,otoño,17.0,168.73,1,20,0.218,36.78,efficient
casa,110.0,2,3,20.0,excellent,e,0,2,0,10.0,1074.7,2,1,2,4,1,0,13,0,ninguna,mixta,76.8,primavera,20.7,298.47,1,19,0.206,61.48,moderate
departamento,93.5,3,3,59.0,poor,e,0,4,0,9.7,1655.76,0,1,4,1,1,0,8,0,ninguna,incandescente,57.4,invierno,8.2,402.06,1,20,0.221,88.86,inefficient
casa,133.6,3,2,15.0,excellent,a,0,3,0,10.5,2423.57,2,1,2,0,1,0,11,0,ninguna,led,79.3,otoño,18.2,293.56,1,19,0.191,56.07,efficient
casa,103.3,2,1,16.0,poor,b,0,2,0,12.9,1786.54,0,1,1,0,1,1,8,1,eléctrica,mixta,66.7,verano,24.5,232.47,1,20,0.182,42.31,moderate
casa,125.9,4,3,12.0,good,c,0,5,0,15.8,3063.4,0,1,4,8,1,1,22,1,eléctrica,mixta,64.7,verano,29.7,773.24,1,19,0.164,126.81,moderate
departamento,56.2,1,1,37.0,good,e,0,2,0,11.8,728.48,0,1,2,1,1,0,11,1,gas,led,52.7,invierno,9.5,203.56,1,13,0.163,33.18,moderate
casa,102.3,2,3,9.0,average,a,0,3,1,21.6,940.22,0,1,1,2,1,0,16,1,eléctrica,led,84.8,primavera,18.4,812.12,1,18,0.159,129.13,moderate
casa,103.5,2,1,35.0,poor,d,0,1,0,15.4,3069.51,1,1,1,0,1,1,9,1,gas,mixta,82.1,invierno,9.9,323.37,1,19,0.189,61.12,inefficient
casa,105.3,4,2,32.0,excellent,a,0,3,1,22.1,1569.59,0,2,2,2,1,0,12,0,ninguna,led,61.8,verano,28.5,361.41,1,19,0.165,59.63,efficient
departamento,62.3,4,1,28.0,good,c,0,4,0,10.3,1295.02,2,1,3,4,1,0,15,0,ninguna,led,64.6,otoño,21.2,265.19,1,19,0.16,42.43,efficient
casa,51.8,3,1,38.0,average,a,0,1,0,11.5,1169.24,0,1,1,1,1,1,13,1,gas,mixta,72.7,otoño,12.5,310.8,1,13,0.203,63.09,moderate
casa,127.2,1,1,49.0,good,b,0,3,1,14.7,1223.13,1,1,1,2,1,0,10,0,ninguna,mixta,66.7,primavera,23.2,404.96,1,17,0.21,85.04,efficient
pequeño comercio,85.3,4,1,11.0,excellent,a,0,6,0,11.7,773.82,0,2,2,7,0,0,15,1,eléctrica,led,72.1,invierno,5.8,352.64,1,19,0.184,64.89,efficient
casa,175.6,4,2,45.0,poor,b,0,3,1,17.8,2169.41,0,1,1,4,1,0,12,0,ninguna,incandescente,71.7,invierno,9.2,696.69,1,17,0.174,121.22,inefficient
pequeño comercio,68.4,2,1,40.0,good,b,0,5,0,18.4,586.06,0,2,6,8,0,0,24,1,gas,led,81.5,primavera,23.2,713.53,1,18,0.182,129.86,efficient
casa,99.2,2,4,38.0,poor,e,0,4,0,11.5,1212.91,1,1,1,5,1,0,16,0,ninguna,incandescente,57.2,verano,26.4,795.02,1,16,0.199,158.21,inefficient
casa,221.5,5,4,22.0,excellent,b,0,6,1,22.1,3954.98,4,1,4,6,1,0,20,1,eléctrica,led,56.6,invierno,5.0,811.55,1,21,0.186,150.95,efficient
casa,98.9,4,5,46.0,average,e,0,2,0,13.8,2271.18,5,1,2,1,1,0,15,1,gas,mixta,57.7,invierno,13.1,370.5,1,15,0.168,62.24,inefficient
departamento,65.4,3,1,28.0,poor,d,0,1,0,14.3,2113.63,0,1,0,0,1,0,7,1,gas,mixta,71.4,otoño,17.2,288.48,1,19,0.2,57.7,inefficient
casa,175.2,5,2,12.0,good,c,0,5,0,15.0,1148.04,1,2,4,2,1,0,12,1,eléctrica,mixta,78.7,primavera,19.4,558.85,1,22,0.189,105.62,moderate
departamento,76.6,3,1,70.0,excellent,c,0,3,0,12.2,1475.89,1,1,0,3,1,0,10,1,gas,mixta,56.6,otoño,12.5,339.57,1,16,0.178,60.44,efficient
casa,71.4,1,1,23.0,excellent,b,0,2,1,24.0,782.1,0,1,0,3,1,0,11,1,eléctrica,led,83.4,otoño,21.4,476.97,1,17,0.177,84.42,efficient
departamento,30.0,2,1,42.0,poor,b,0,2,1,20.7,489.43,1,1,1,3,1,0,14,1,gas,mixta,64.1,primavera,22.8,2316.9712170045755,1,19,0.194,101.05,moderate
casa,115.6,3,3,73.0,average,e,0,3,0,10.8,1289.18,1,1,3,1,1,1,10,1,gas,mixta,66.7,otoño,11.0,306.75,1,19,0.163,50.0,moderate
departamento,70.5,3,1,21.0,excellent,c,0,6,0,15.4,1167.03,0,1,3,7,1,0,16,1,eléctrica,mixta,67.4,otoño,20.2,591.34,1,16,0.185,109.4,efficient
casa,198.0,6,5,18.0,poor,b,0,2,0,13.7,3868.99,4,1,2,1,1,0,18,1,eléctrica,led,75.0,verano,33.0,944.19,1,21,0.187,176.56,inefficient
departamento,50.4,1,2,30.0,poor,c,0,5,0,13.2,673.84,1,2,5,5,1,0,19,1,eléctrica,led,69.2,primavera,20.8,469.63,1,14,0.195,91.58,moderate
departamento,68.6,1,1,14.0,good,a,0,2,0,11.6,1750.85,1,1,2,1,1,0,11,1,eléctrica,led,73.0,otoño,12.5,151.03,1,17,0.18,27.19,efficient
departamento,79.4,1,1,12.0,good,a,0,3,0,10.0,2096.65,0,1,2,3,1,0,11,1,eléctrica,mixta,80.0,primavera,18.8,272.91,1,20,0.201,54.85,efficient
departamento,71.6,1,2,32.0,poor,e,0,1,0,15.9,1527.36,0,1,1,0,1,0,6,1,gas,incandescente,60.7,invierno,6.0,237.18,1,18,0.185,43.88,inefficient
casa,137.9,7,5,31.0,excellent,b,0,8,1,20.0,1656.62,1,2,7,4,1,0,20,1,gas,mixta,56.2,primavera,23.5,1173.04,1,19,0.163,191.21,efficient
casa,111.6,1,1,70.0,poor,e,0,1,0,10.7,1330.0,2,1,0,0,1,0,8,1,gas,incandescente,32.7,verano,29.6,709.49,1,22,0.209,148.28,inefficient
departamento,69.4,1,2,12.0,excellent,e,0,2,0,12.6,1107.4,0,1,3,3,1,0,12,1,eléctrica,mixta,74.9,verano,28.3,378.84,1,18,0.179,67.81,moderate
departamento,60.9,3,1,13.0,average,a,0,3,0,13.8,744.56,2,1,2,1,1,0,13,1,eléctrica,incandescente,74.9,primavera,18.2,452.0,1,17,0.179,80.91,moderate
casa,79.5,1,1,51.0,poor,e,0,1,1,18.0,1179.22,0,1,0,2,1,0,8,0,ninguna,mixta,66.7,primavera,22.0,403.06,1,20,0.174,70.13,inefficient
casa,107.1,1,1,23.0,average,e,0,1,1,19.0,3809.53,1,1,2,2,1,0,14,1,eléctrica,mixta,79.0,primavera,23.9,544.62,1,19,0.159,86.59,inefficient
casa,118.4,2,1,42.0,excellent,a,0,2,0,11.1,1285.06,1,1,1,1,1,0,12,1,gas,led,70.6,primavera,23.5,226.5,1,18,0.174,39.41,efficient
departamento,55.5,3,3,21.0,poor,a,0,1,1,20.5,1330.0,0,1,0,2,1,0,8,1,eléctrica,mixta,66.7,invierno,10.1,753.08,1,19,0.16,120.49,inefficient
departamento,49.2,1,2,61.0,poor,b,0,1,1,15.4,803.6,0,1,1,2,1,0,11,1,gas,incandescente,61.1,invierno,8.6,418.42,1,15,0.191,79.92,inefficient
departamento,64.7,1,3,16.0,excellent,a,0,2,0,10.5,2931.58,2,1,0,0,1,0,10,0,ninguna,incandescente,69.2,verano,30.1,387.48,1,21,0.161,62.38,efficient
departamento,66.3,3,2,43.0,poor,e,0,3,1,20.4,1094.95,1,1,1,5,1,0,11,1,gas,incandescente,36.6,invierno,7.3,879.3,1,20,0.178,156.52,inefficient
departamento,86.9,2,4,46.0,average,d,0,1,1,23.5,2392.03,0,1,0,2,1,1,10,1,gas,incandescente,59.5,otoño,19.9,906.33,1,18,0.178,161.33,inefficient
casa,136.2,7,1,45.0,poor,c,0,4,1,19.5,1321.12,2,1,2,2,1,0,16,0,ninguna,mixta,79.1,invierno,8.8,769.22,1,18,0.184,141.54,moderate
casa,152.9,3,5,67.0,average,e,0,2,0,15.1,2659.1,0,1,0,3,1,0,10,1,gas,mixta,50.2,primavera,17.3,423.48,1,19,0.212,89.78,inefficient
casa,88.2,2,5,11.0,good,b,0,1,1,16.6,1908.67,1,1,1,2,1,0,11,1,eléctrica,incandescente,74.8,verano,27.2,528.5,1,21,0.17,89.85,moderate
departamento,60.4,3,2,62.0,poor,b,0,3,1,19.2,465.32,1,2,2,3,1,0,10,0,ninguna,mixta,51.1,verano,27.6,758.76,1,19,0.204,154.79,inefficient
casa,186.2,5,2,34.0,excellent,b,0,7,1,19.2,2237.19,1,2,5,9,1,0,26,1,gas,mixta,63.9,otoño,17.7,1409.79,1,19,0.197,277.73,efficient
casa,88.5,4,2,16.0,excellent,c,0,5,1,18.6,1083.71,0,1,5,8,1,0,17,1,eléctrica,incandescente,65.2,invierno,12.2,1250.7,1,15,0.168,210.12,moderate
casa,81.8,5,4,13.0,excellent,b,0,5,1,24.0,1106.94,1,1,2,7,1,0,19,1,eléctrica,led,81.2,primavera,22.7,589.09,1,20,0.199,117.23,efficient
casa,99.7,4,1,16.0,good,c,0,3,0,17.1,2513.19,2,1,5,0,1,0,11,1,eléctrica,incandescente,62.0,verano,29.3,935.7,1,19,0.206,192.75,inefficient
casa,65.6,1,2,6.0,good,b,0,2,0,11.2,1319.18,0,1,0,2,1,0,8,1,eléctrica,led,84.3,primavera,20.6,210.6,1,19,0.208,43.8,efficient
departamento,71.6,3,1,8.0,good,b,0,5,0,18.9,845.86,1,1,3,4,1,0,14,1,eléctrica,led,69.5,otoño,16.2,519.44,1,17,0.162,84.15,efficient
departamento,98.4,2,2,55.0,poor,e,0,3,0,9.0,1485.6,0,1,5,1,1,0,13,1,gas,mixta,53.4,verano,25.4,243.49,1,18,0.177,43.1,moderate
casa,79.9,1,1,45.0,excellent,b,0,1,1,18.2,379.93,0,1,1,3,1,0,13,1,gas,mixta,66.7,otoño,13.2,472.35,1,19,0.201,94.94,moderate
departamento,61.9,1,2,7.0,good,c,0,2,0,14.5,600.4,0,1,2,1,1,1,9,0,ninguna,led,80.1,verano,23.8,269.79,1,19,0.185,49.91,efficient
departamento,63.6,1,3,55.0,poor,e,0,1,0,14.1,2222.65,1,1,1,0,1,0,10,1,gas,led,50.0,invierno,4.1,186.64,1,19,0.148,27.62,inefficient
departamento,79.5,2,3,3.0,good,b,0,2,0,11.3,1330.0,1,1,2,2,1,0,12,1,eléctrica,led,93.6,primavera,17.5,193.44,1,19,0.171,33.08,efficient
casa,135.7,6,5,19.0,excellent,d,0,5,0,8.7,617.31,0,1,5,6,1,0,16,1,eléctrica,mixta,77.8,otoño,15.5,347.07,1,18,0.179,62.13,efficient
casa,148.6,4,1,37.0,average,e,0,3,0,8.1,2063.67,0,1,1,1,1,1,14,1,gas,led,58.1,verano,27.8,207.8,1,23,0.196,40.73,moderate
departamento,64.6,1,1,22.0,good,c,0,1,0,12.6,923.73,1,2,2,0,1,0,16,0,ninguna,mixta,78.3,otoño,19.2,404.31,1,19,0.148,59.84,moderate
casa,91.4,1,1,26.0,excellent,e,0,1,0,11.8,1830.45,1,1,1,1,1,0,12,1,eléctrica,mixta,77.1,invierno,7.8,278.6,1,19,0.184,51.26,moderate
casa,222.4,3,3,45.0,average,e,0,4,0,8.0,2483.41,2,1,3,6,1,0,16,0,ninguna,incandescente,48.8,primavera,20.2,372.33,1,17,0.207,77.07,moderate
casa,178.9,5,3,41.0,average,c,0,6,1,21.1,2009.86,3,1,8,5,1,0,22,1,gas,mixta,64.0,primavera,21.6,963.73,1,19,0.181,174.44,moderate
departamento,80.2,1,1,35.0,poor,d,0,1,0,16.3,263.29,0,1,2,2,1,0,8,1,gas,incandescente,66.2,invierno,10.3,437.86,1,19,0.166,72.68,inefficient
departamento,59.2,2,5,28.0,poor,c,0,4,0,13.9,1501.55,1,2,6,5,1,0,20,1,eléctrica,incandescente,62.5,otoño,18.5,672.33,1,23,0.176,118.33,inefficient
casa,121.9,4,2,31.0,good,e,0,4,0,10.7,1014.75,1,1,4,4,1,0,15,1,gas,mixta,86.3,primavera,18.2,436.48,1,19,0.193,84.24,moderate
departamento,89.4,3,2,25.0,good,b,0,2,1,22.7,1399.64,0,1,2,3,1,0,13,1,eléctrica,incandescente,74.2,verano,25.4,977.14,1,20,0.212,207.15,moderate
departamento,41.7,1,2,22.0,good,b,0,2,1,20.6,178.0,0,1,3,4,1,0,15,1,eléctrica,incandescente,68.8,primavera,15.9,905.88,1,20,0.194,175.74,inefficient
casa,286.0,8,5,40.0,average,b,1,6,1,22.9,3709.62,2,2,3,7,1,1,26,1,gas,incandescente,68.3,otoño,11.4,1138.77,1,16,0.171,194.73,moderate
casa,75.6,1,1,32.0,good,b,0,1,1,15.0,800.11,0,1,1,1,1,0,9,1,gas,mixta,66.7,verano,31.5,268.41,1,19,0.176,47.24,moderate
departamento,62.3,1,1,51.0,excellent,d,0,1,0,12.3,702.81,0,1,2,0,1,0,6,0,ninguna,led,54.9,invierno,3.1,132.07,1,20,0.181,23.9,efficient
departamento,45.9,4,1,10.0,good,e,0,3,1,22.9,1118.71,1,1,1,1,1,0,9,0,ninguna,mixta,81.3,verano,32.0,558.4,1,20,0.205,114.47,moderate
casa,106.1,5,3,27.0,poor,d,0,4,0,11.8,1900.5,2,1,1,5,1,0,14,1,eléctrica,mixta,73.9,verano,31.7,612.47,1,18,0.164,100.45,moderate
departamento,88.2,2,1,60.0,good,e,0,1,1,23.9,763.15,0,1,1,2,1,1,9,1,gas,led,52.3,otoño,15.4,395.09,1,17,0.163,64.4,inefficient
departamento,88.8,4,2,21.0,excellent,c,0,2,0,8.0,375.15,1,1,4,1,1,0,18,1,eléctrica,incandescente,82.5,invierno,12.1,445.62,1,17,0.177,78.87,moderate
casa,121.0,5,1,18.0,poor,a,0,4,0,14.6,2480.77,2,1,1,2,1,0,12,0,ninguna,incandescente,80.8,verano,28.4,845.2,1,20,0.159,134.39,moderate
casa,264.1,5,2,31.0,average,b,0,7,0,9.6,4883.34,5,2,5,3,1,0,23,1,gas,led,83.2,invierno,9.8,655.62,1,22,0.189,123.91,efficient
departamento,67.4,3,1,19.0,average,c,0,1,1,16.5,627.07,0,1,1,1,1,0,11,1,eléctrica,led,74.2,primavera,17.2,218.14,1,18,0.158,34.47,moderate
departamento,72.4,4,2,24.0,good,a,0,6,0,12.3,647.36,0,2,2,6,1,0,17,1,eléctrica,mixta,66.7,invierno,10.3,532.88,1,21,0.206,109.77,moderate
casa,154.3,7,3,25.0,excellent,a,0,5,0,18.5,4364.34,3,2,3,3,1,1,23,1,losa radiante,mixta,72.9,primavera,21.1,902.99,1,16,0.177,159.83,efficient
casa,254.9,8,2,56.0,good,e,0,8,0,10.1,2326.67,1,1,5,8,1,0,20,1,gas,led,40.7,verano,28.2,607.24,1,18,0.176,106.87,moderate
casa,129.9,1,1,4.0,excellent,c,0,1,1,13.9,2532.22,0,1,0,2,1,0,9,1,eléctrica,led,94.6,primavera,14.8,204.87,1,19,0.214,43.84,efficient
departamento,76.0,2,2,18.0,good,b,0,1,1,16.6,746.4,0,1,3,1,1,0,11,1,eléctrica,led,90.5,invierno,0.0,470.07,1,18,0.184,86.49,moderate
departamento,57.5,2,1,21.0,average,e,0,1,1,22.7,725.92,0,1,0,3,1,0,12,0,ninguna,incandescente,73.6,otoño,7.3,854.18,1,18,0.182,155.46,inefficient
departamento,67.3,1,2,39.0,poor,c,0,1,0,8.0,1094.61,1,1,0,1,1,0,7,0,ninguna,mixta,45.2,verano,29.5,205.6,1,21,0.184,37.83,inefficient
departamento,42.0,2,3,3.0,good,b,0,2,0,14.0,100.63,3,2,0,2,1,0,15,1,eléctrica,led,86.2,primavera,20.5,279.2,1,21,0.167,46.63,efficient
casa,78.8,2,4,24.0,good,a,0,5,0,14.4,749.82,2,1,3,0,1,0,11,0,ninguna,mixta,58.1,otoño,17.2,407.68,1,23,0.202,82.35,efficient
departamento,79.4,1,2,38.0,excellent,e,0,1,1,19.4,925.02,1,1,0,1,1,0,12,1,gas,mixta,51.2,otoño,12.8,489.96,1,21,0.185,90.64,inefficient
departamento,55.4,1,1,31.0,average,b,0,1,1,21.7,2509.11,0,1,1,1,1,1,14,1,gas,mixta,67.0,otoño,16.7,457.4,1,17,0.213,97.43,inefficient
casa,161.1,6,3,15.0,good,b,0,1,0,9.1,4019.68,3,1,0,0,1,0,10,1,losa radiante,incandescente,66.7,invierno,11.8,313.55,1,19,0.175,54.87,inefficient
departamento,90.1,2,1,14.0,excellent,b,0,2,0,12.8,689.57,1,1,1,2,1,0,12,1,eléctrica,incandescente,77.8,otoño,16.7,371.11,1,22,0.183,67.91,moderate
casa,112.1,2,3,47.0,good,b,0,1,0,8.0,2106.36,2,1,0,2,1,0,15,1,gas,mixta,64.3,primavera,16.6,203.34,1,18,0.185,37.62,efficient
departamento,49.3,1,1,32.0,good,a,0,1,0,16.1,1165.82,0,1,2,0,1,0,9,1,gas,incandescente,63.1,otoño,10.4,369.03,1,19,0.2,73.81,inefficient
departamento,58.5,2,2,20.0,good,d,0,2,0,10.8,1493.83,0,1,4,0,1,0,7,1,eléctrica,led,81.2,primavera,20.3,154.2,1,22,0.181,27.91,efficient
casa,177.4,8,5,14.0,good,a,0,3,0,9.8,2329.37,2,1,2,1,1,0,12,0,ninguna,mixta,87.9,verano,31.2,484.71,1,22,0.178,86.28,efficient
casa,85.3,1,1,16.0,excellent,c,0,1,0,12.5,908.77,0,1,0,1,1,0,9,1,eléctrica,mixta,80.0,otoño,14.3,264.62,1,19,0.19,50.28,efficient
departamento,79.7,1,1,51.0,good,a,0,4,0,8.5,3220.79,1,1,4,4,1,0,19,0,ninguna,mixta,61.3,otoño,17.0,376.82,1,17,0.174,65.57,efficient
pequeño comercio,32.4,1,1,18.0,good,a,0,1,0,14.6,734.55,1,2,1,1,0,0,8,1,eléctrica,mixta,66.8,primavera,17.9,160.95,1,20,0.195,31.39,efficient
casa,105.4,1,1,62.0,poor,b,0,1,0,9.8,1600.74,1,1,2,0,1,0,13,1,gas,mixta,55.5,primavera,22.0,315.16,1,18,0.191,60.2,inefficient
casa,172.6,7,5,11.0,poor,e,0,5,0,15.0,5888.15,2,1,6,5,1,1,20,0,ninguna,mixta,69.6,primavera,15.6,686.1,1,17,0.205,140.65,moderate
departamento,61.5,1,1,7.0,good,b,0,1,0,13.4,1010.26,0,1,0,2,1,0,13,1,eléctrica,led,55.4,verano,20.8,189.88,1,19,0.177,33.61,efficient
casa,139.2,2,3,9.0,poor,e,1,4,0,17.6,2459.37,2,2,4,2,1,0,14,1,eléctrica,mixta,76.0,otoño,12.6,542.77,1,18,0.196,106.38,moderate
departamento,65.3,1,1,24.0,poor,c,0,1,1,16.0,769.45,0,1,2,4,1,0,15,1,eléctrica,led,53.4,verano,26.3,175.52,1,18,0.206,36.16,moderate
departamento,64.0,1,1,18.0,good,d,0,2,0,17.6,437.01,1,1,0,2,1,0,14,1,eléctrica,mixta,83.1,invierno,5.9,565.69,1,16,0.195,110.31,moderate
casa,125.8,3,2,29.0,poor,a,0,7,0,14.4,4631.79,1,2,3,3,1,0,15,1,losa radiante,mixta,61.6,invierno,9.3,498.31,1,14,0.147,73.25,moderate
casa,94.0,4,2,14.0,good,e,0,4,0,11.1,494.88,1,1,3,5,1,0,15,0,ninguna,mixta,66.7,otoño,17.0,388.66,1,19,0.216,83.95,moderate
casa,97.7,2,1,15.0,good,a,0,4,0,17.3,1462.49,3,1,4,4,1,0,16,0,ninguna,led,66.7,invierno,8.8,429.6,1,21,0.163,70.02,efficient
casa,169.0,2,1,52.0,poor,e,0,3,0,13.8,1323.1,2,1,1,3,1,0,14,0,ninguna,led,66.5,invierno,11.6,334.51,1,20,0.171,57.2,inefficient
casa,195.1,3,1,32.0,average,a,0,3,1,19.0,2334.15,2,1,3,5,1,1,20,1,gas,led,62.7,invierno,5.5,612.55,1,19,0.199,121.9,efficient
casa,96.6,3,2,10.0,excellent,b,0,2,0,13.0,1658.77,0,1,2,0,1,0,8,1,eléctrica,mixta,63.9,verano,33.5,260.32,1,21,0.18,46.86,efficient
casa,100.2,2,1,15.0,excellent,a,1,5,0,15.8,677.64,0,2,7,4,1,0,18,1,eléctrica,mixta,67.0,primavera,13.7,436.16,1,20,0.164,71.53,efficient
casa,257.9,8,4,25.0,poor,b,0,8,0,12.2,6579.57,2,1,6,7,1,0,22,1,losa radiante,incandescente,80.6,otoño,12.2,1168.09,1,20,0.156,182.22,moderate
departamento,116.0,5,4,24.0,good,a,0,4,1,21.3,857.91,0,1,0,6,1,0,15,1,eléctrica,incandescente,62.7,otoño,16.0,1248.07,1,18,0.183,228.4,moderate
casa,148.6,2,1,22.0,average,c,0,2,1,16.6,2249.61,1,1,3,2,1,0,10,1,eléctrica,mixta,54.6,verano,26.3,378.11,1,20,0.219,82.81,moderate
casa,113.0,3,1,6.0,average,a,0,2,1,23.2,888.73,0,2,1,4,1,0,13,0,ninguna,led,71.8,verano,29.3,480.42,1,17,0.192,92.24,moderate
pequeño comercio,82.4,1,1,69.0,poor,e,0,1,0,11.7,453.57,1,2,1,2,0,0,9,1,gas,mixta,24.2,invierno,15.3,236.54,1,21,0.192,45.42,inefficient
casa,167.4,3,1,49.0,poor,a,0,3,0,13.9,1529.86,0,2,0,4,1,0,10,1,gas,led,58.9,invierno,2.5,387.38,1,19,0.192,74.38,moderate
departamento,61.2,2,1,18.0,poor,b,0,1,1,15.1,640.31,1,1,0,2,1,0,6,1,eléctrica,mixta,66.0,primavera,22.9,209.82,1,20,0.171,35.88,moderate
casa,155.1,1,1,11.0,good,a,0,1,0,8.0,3514.4,0,1,0,1,1,1,9,1,eléctrica,mixta,71.0,primavera,20.5,161.83,1,16,0.188,30.42,efficient
casa,111.5,5,3,10.0,good,b,0,4,1,17.5,2589.33,3,1,2,4,1,0,14,1,eléctrica,led,77.6,invierno,12.8,773.1,1,19,0.18,139.16,efficient
departamento,84.4,4,1,14.0,excellent,c,0,2,1,21.7,1250.14,0,1,1,1,1,0,8,1,eléctrica,incandescente,86.1,otoño,7.8,648.55,1,21,0.193,125.17,moderate
casa,97.3,1,1,9.0,good,c,0,1,1,18.9,2031.54,0,1,0,3,1,0,11,0,ninguna,led,95.7,primavera,19.0,288.41,1,22,0.187,53.93,efficient
departamento,64.1,1,2,64.0,poor,d,0,1,1,21.4,856.8,0,1,1,4,1,0,14,0,ninguna,mixta,43.9,primavera,20.1,527.36,1,18,0.202,106.53,inefficient
casa,157.5,8,2,66.0,average,e,0,4,0,12.8,2400.54,1,2,1,1,1,0,14,1,gas,incandescente,45.5,otoño,14.5,575.94,1,18,0.148,85.24,inefficient
casa,125.0,5,5,28.0,excellent,e,0,4,0,12.0,1811.41,2,1,2,5,1,0,15,1,gas,mixta,67.0,primavera,26.2,424.64,1,20,0.191,81.11,efficient
casa,77.8,2,1,37.0,good,b,0,3,1,21.8,3049.63,0,2,2,4,1,0,12,1,gas,incandescente,60.0,verano,25.0,967.05,1,20,0.171,165.37,inefficient
departamento,79.3,2,3,21.0,average,a,0,2,1,20.8,1122.05,1,1,1,1,1,0,16,0,ninguna,led,72.4,otoño,16.5,393.97,1,20,0.236,92.98,moderate
pequeño comercio,68.9,4,5,26.0,good,b,0,7,0,8.0,2417.74,3,3,8,7,0,0,24,1,eléctrica,mixta,56.0,invierno,0.7,459.04,1,20,0.186,85.38,efficient
casa,129.0,8,5,66.0,poor,c,0,8,0,10.6,1603.67,2,2,3,6,1,0,18,1,gas,mixta,68.6,verano,23.9,735.51,1,16,0.216,158.87,moderate
departamento,79.0,2,2,59.0,poor,e,0,3,0,12.6,1621.9,0,2,1,4,1,1,12,1,gas,led,59.1,otoño,16.0,274.51,1,19,0.169,46.39,moderate
casa,107.5,2,1,2.0,good,c,0,2,1,19.1,1411.56,1,1,2,2,1,0,14,1,eléctrica,led,72.4,primavera,18.9,412.85,1,19,0.18,74.31,moderate
departamento,57.8,5,2,25.0,good,b,0,6,1,18.5,978.31,1,1,3,8,1,0,17,1,eléctrica,incandescente,69.9,otoño,20.2,1108.11,1,20,0.167,185.05,moderate
casa,198.6,6,4,22.0,excellent,b,0,5,0,16.8,6479.27,5,2,1,5,1,0,20,1,losa radiante,led,63.8,otoño,7.5,699.81,1,19,0.175,122.47,efficient
casa,108.2,4,3,49.0,poor,b,0,5,1,23.0,2951.16,1,2,2,3,1,0,14,0,ninguna,mixta,45.2,otoño,12.1,934.44,1,16,0.196,183.15,moderate
casa,106.0,2,1,29.0,excellent,e,0,4,1,21.0,1753.22,1,1,1,4,1,0,11,1,eléctrica,led,74.0,verano,28.9,546.09,1,19,0.188,102.66,efficient
casa,159.2,1,2,44.0,poor,c,0,2,0,12.4,1362.58,0,2,1,2,1,0,13,1,gas,mixta,59.2,invierno,11.3,258.75,1,20,0.208,53.82,moderate
departamento,55.4,1,1,16.0,average,a,0,2,1,20.2,536.52,1,1,0,2,1,0,8,1,eléctrica,mixta,73.6,verano,28.1,620.07,1,21,0.158,97.97,moderate
departamento,59.1,1,4,36.0,poor,b,0,1,0,17.8,495.57,0,2,0,0,1,0,8,0,ninguna,mixta,76.5,verano,31.5,360.42,1,18,0.192,69.2,inefficient
casa,61.5,1,1,27.0,excellent,b,1,3,1,15.4,2033.27,1,1,2,2,1,0,13,1,eléctrica,incandescente,56.8,invierno,10.8,423.24,1,18,0.19,80.42,efficient
casa,82.8,1,1,17.0,excellent,e,1,2,0,12.9,3727.89,3,1,1,0,1,0,12,1,eléctrica,led,68.5,primavera,21.1,150.13,1,17,0.187,28.07,efficient
departamento,83.9,3,3,52.0,good,e,0,5,1,18.0,1079.66,0,2,2,6,1,0,16,1,gas,led,59.7,primavera,17.7,529.64,1,19,0.176,93.22,moderate
departamento,127.0,4,3,15.0,poor,a,0,5,0,13.9,1827.47,2,2,3,6,1,0,22,1,eléctrica,incandescente,75.6,otoño,12.1,713.26,1,18,0.2,142.65,moderate
pequeño comercio,45.5,1,1,17.0,excellent,b,0,1,0,11.1,1349.55,2,2,1,1,0,0,12,1,eléctrica,mixta,57.6,invierno,9.2,337.33,1,21,0.171,57.68,moderate
casa,76.0,1,1,36.0,good,e,0,1,1,20.5,3186.31,1,2,1,2,1,0,11,1,gas,incandescente,44.4,invierno,8.3,627.27,1,16,0.189,118.55,inefficient
casa,124.9,2,1,40.0,average,e,0,1,0,11.4,1795.1,2,1,0,0,1,1,11,1,gas,led,54.9,invierno,6.3,193.8,1,17,0.214,41.47,inefficient
casa,69.5,2,1,22.0,poor,e,0,2,1,18.2,3196.03,2,2,3,4,1,1,17,0,ninguna,led,67.5,otoño,13.2,500.88,1,19,0.196,98.17,inefficient
pequeño comercio,135.5,3,4,24.0,excellent,d,0,2,0,9.7,1531.91,2,2,2,2,0,0,12,1,eléctrica,mixta,68.3,verano,28.5,313.52,1,18,0.199,62.39,efficient
casa,163.1,5,2,15.0,average,e,0,6,0,17.7,2954.84,2,2,4,3,1,1,18,1,eléctrica,incandescente,79.6,primavera,16.4,961.22,1,16,0.16,153.8,moderate
casa,66.3,3,2,19.0,good,d,0,2,0,10.9,928.43,0,1,1,1,1,0,7,1,eléctrica,mixta,83.0,verano,28.1,155.17,1,15,0.165,25.6,moderate
